halo_idx,r_scaled,m_scaled
10,0.0011003054494530783,2.3759276425081614e-06
10,0.0013210387147392024,6.652597399022852e-06
10,0.0015860534787928678,1.1879638212540808e-05
10,0.001904233092886742,2.613520406758978e-05
10,0.0022862430053776014,4.894410943566813e-05
10,0.002744888269804314,8.600858065879545e-05
10,0.0032955427730067214,0.00013685343220847012
10,0.003956664571083289,0.00023141535238029498
10,0.00475041460735845,0.00037064471223127325
10,0.005703399551917563,0.0006020600646115682
10,0.006847563662848714,0.0009627258807443071
10,0.008221259564569927,0.0014483654908729754
10,0.009870533835959136,0.0021544911862264008
10,0.011850670501474531,0.003092032233960122
10,0.014228044163416009,0.004406870591324138
10,0.017082344892715387,0.006174085571821709
10,0.02050924945706801,0.008554289884086385
10,0.024623628426541026,0.011406353426153183
10,0.029563396659520607,0.014913697812023733
10,0.0354941362381063,0.01927352503602621
10,0.042614646814730386,0.02533119015336502
10,0.05116360941880182,0.03410976760690418
10,0.06142758709559115,0.0452961101333611
10,0.0737506305604739,0.059909015505843294
10,0.0885458108521064,0.07953750413166022
10,0.10630906556152198,0.10492334062080293
10,0.1276358227656924,0.13612924946303362
10,0.1532409599033448,0.1749191193401504
10,0.18398276661879706,0.22163603420373137
10,0.2208917148134356,0.27611462948985804
10,0.26520500028308136,0.3448502161876192
10,0.3184080137842777,0.42359938752749515
10,0.3822841316484654,0.5122528508379307
10,0.4589744949360234,0.6087411731423011
10,0.5510497809401385,0.703033187933937
10,0.6615963728365803,0.797653080740239
10,0.7943198159043792,0.9091938550309556
10,0.9536690281919291,1.0317461035736406
10,1.1449854291964723,1.1385259940542996
10,1.3746819853820282,1.2333103010534632
