halo_idx,r_scaled,m_scaled
13,0.0011003054494530783,6.496542671375489e-06
13,0.0013210387147392024,1.443676149194553e-05
13,0.0015860534787928678,2.959536105848834e-05
13,0.001904233092886742,4.836315099801753e-05
13,0.0022862430053776014,7.651483590731133e-05
13,0.002744888269804314,0.00013787107224807983
13,0.0032955427730067214,0.00022954450772193392
13,0.003956664571083289,0.000373190284566792
13,0.00475041460735845,0.0005760267835286267
13,0.005703399551917563,0.0008503252518755918
13,0.006847563662848714,0.0012495017071278856
13,0.008221259564569927,0.0018320250333278877
13,0.009870533835959136,0.002605835449296168
13,0.011850670501474531,0.0036192961060307442
13,0.014228044163416009,0.005018940132674864
13,0.017082344892715387,0.006837972080660001
13,0.02050924945706801,0.009396888055107345
13,0.024623628426541026,0.01292667623988803
13,0.029563396659520607,0.017544274403086806
13,0.0354941362381063,0.023526868365349035
13,0.042614646814730386,0.031530608936483635
13,0.05116360941880182,0.041555496116490606
13,0.06142758709559115,0.0541753911746748
13,0.0737506305604739,0.0699966380936979
13,0.0885458108521064,0.08989338278189724
13,0.10630906556152198,0.11538365071015086
13,0.1276358227656924,0.14631729955894254
13,0.1532409599033448,0.18247344687744554
13,0.18398276661879706,0.22485183839897704
13,0.2208917148134356,0.27526212217655244
13,0.26520500028308136,0.3329875130020966
13,0.3184080137842777,0.4023532646185965
13,0.3822841316484654,0.4959164721717462
13,0.4589744949360234,0.5944993416956456
13,0.5510497809401385,0.7027201931915676
13,0.6615963728365803,0.8076436883627294
13,0.7943198159043792,0.9201197753084024
13,0.9536690281919291,1.0203989643076052
13,1.1449854291964723,1.1041733257311415
13,1.3746819853820282,1.2146881786281336
