halo_id,rvmax
000,572.52997
001,464.46286
002,1142.8557
003,963.48
004,777.11
005,675.5214
006,1100.16
007,1413.5228
008,1317.0814
009,917.98425
010,834.7671
011,667.2643
012,871.9529
013,785.0828
014,1194.5085
015,516.75287
016,880.3314
017,1044.9529
018,975.61426
019,411.49426
020,528.62
021,805.93854
022,439.5914
023,603.04
024,1626.1
025,1332.2971
026,568.8914
027,1276.7828
028,1292.4342
029,654.7514
030,491.13858
031,656.7043
032,1905.0
