halo_id,cvir
0,6.3269057
1,7.283604
2,5.4227853
3,3.8714812
4,5.551936
5,4.302877
6,4.3350687
7,4.725885
8,5.743351
9,5.376256
10,6.5686054
11,4.665843
12,5.291991
13,5.9916863
14,5.1513505
15,6.4089136
16,8.256048
17,4.183426
18,5.0177107
19,6.5578713
20,6.6225986
21,8.515815
22,6.211478
23,11.871849
24,2.920285
25,4.082891
26,8.09737
27,5.5470924
28,3.6888883
29,6.0640783
30,5.9124584
31,8.43643
32,3.676367
