halo_id,rvir
000,1937.9032
001,1741.2236
002,1931.0562
003,1739.3132
004,1988.7206
005,2071.7283
006,2068.4492
007,2088.7275
008,2178.0635
009,1897.6775
010,1991.8503
011,2105.4548
012,2144.0837
013,1732.7312
014,1892.1531
015,2157.662
016,2046.582
017,2088.3486
018,1973.9824
019,1974.8306
020,1930.6127
021,1937.0223
022,2033.274
023,1713.5233
024,1797.4562
025,1885.4342
026,1957.5122
027,1902.7136
028,1731.9049
029,1760.9017
030,1667.2439
031,1834.5483
032,2489.4648
