halo_id,r_scaled,delta_J
26,0.001100305449453,104.64153440388333
26,0.0013210387147392,75.69735253541339
26,0.0015860534787928,16.61275065613171
26,0.0019042330928867,10.41877129359025
26,0.0022862430053776,9.526570647453278
26,0.0027448882698043,16.32723225690045
26,0.0032955427730067,8.489602980974714
26,0.0039566645710832,2.4230776621719126
26,0.0047504146073584,5.110926885466993
26,0.0057033995519175,4.2577321560324455
26,0.0068475636628487,2.0094834204152914
26,0.0082212595645699,1.8459585394631142
26,0.0098705338359591,1.4693561718691166
26,0.0118506705014745,0.7816444226370687
26,0.014228044163416,1.2742229288348157
26,0.0170823448927153,0.8293673853092451
26,0.020509249457068,0.5499585360588917
26,0.024623628426541,0.0698375142826753
26,0.0295633966595206,0.08680228888502711
26,0.0354941362381063,0.3031410527644911
26,0.0426146468147303,0.5975788231431847
26,0.0511636094188018,0.6493142201531145
26,0.0614275870955911,0.40284739802219716
26,0.0737506305604739,0.0782257055033742
26,0.0885458108521064,0.6573593837105712
26,0.1063090655615219,0.5495192205587047
26,0.1276358227656924,0.002336221477334847
26,0.1532409599033448,0.23880414778936412
26,0.183982766618797,0.29343189339538406
26,0.2208917148134356,0.022315030041000203
26,0.2652050002830813,0.12220103524566814
26,0.3184080137842777,0.2648718926475218
26,0.3822841316484654,0.08745931763571821
26,0.4589744949360234,0.08133365701063212
26,0.5510497809401385,0.1008676303165354
26,0.6615963728365803,0.4970235860085226
26,0.7943198159043792,0.36125786994200954
26,0.9536690281919292,1.4239235847289111
26,1.1449854291964725,4.54633722894766
26,1.3746819853820282,8.037282855806298
