halo_id,r_scaled,delta_J
53,0.001100305449453,117.52531539511268
53,0.0013210387147392,3.781400998753928
53,0.0015860534787928,44.839647366120374
53,0.0019042330928867,18.061261589199983
53,0.0022862430053776,13.668494332857538
53,0.0027448882698043,0.385003393613349
53,0.0032955427730067,0.22862670881530647
53,0.0039566645710832,4.125522983379292
53,0.0047504146073584,0.9475121880507832
53,0.0057033995519175,0.5880901314805402
53,0.0068475636628487,1.4672919668226496
53,0.0082212595645699,0.04771899523397626
53,0.0098705338359591,1.041362458469043
53,0.0118506705014745,0.15997862363426857
53,0.014228044163416,0.29021303270621646
53,0.0170823448927153,0.15086606800067742
53,0.020509249457068,0.19613957627753917
53,0.024623628426541,0.12500641163413898
53,0.0295633966595206,0.12942303216406742
53,0.0354941362381063,0.011260892011832382
53,0.0426146468147303,0.03304107232029999
53,0.0511636094188018,0.14079112032511398
53,0.0614275870955911,0.2377650560422104
53,0.0737506305604739,0.22186552971029128
53,0.0885458108521064,0.11074248283949618
53,0.1063090655615219,0.14582570966319164
53,0.1276358227656924,0.11107543399206547
53,0.1532409599033448,0.06382718285535527
53,0.183982766618797,0.12210342377803649
53,0.2208917148134356,0.04019403954899485
53,0.2652050002830813,0.09069502665786583
53,0.3184080137842777,0.09473522050990854
53,0.3822841316484654,0.114858653822967
53,0.4589744949360234,0.18845509684572057
53,0.5510497809401385,0.32681867828373046
53,0.6615963728365803,0.16527236468622408
53,0.7943198159043792,1.0131451826731148
53,0.9536690281919292,1.5342905240342917
53,1.1449854291964725,0.8166531390866164
53,1.3746819853820282,0.7914372359827622
