r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-1.2805308809674365,-1.4649918587095119
0.0013210387147392,-1.2916262167716208,-1.4772525294023042
0.0015860534787928,-1.4451686876474439,-1.5031751622396508
0.0019042330928867,-1.6233508557081233,-1.5829993697489813
0.0022862430053776,-1.6994815696419039,-1.6236761112656155
0.0027448882698043,-1.8474508584739242,-1.7497972464928266
0.0032955427730067,-1.9439871287743888,-1.8552549035981585
0.0039566645710832,-1.9897706827696469,-1.9104054854611592
0.0047504146073584,-2.058949116845822,-1.9865922943070577
0.0057033995519175,-2.034352729304276,-1.9931383136728555
0.0068475636628487,-2.063948552725022,-2.026844471102996
0.0082212595645699,-2.0497032269302644,-2.030779227696696
0.0098705338359591,-2.0340203899144136,-2.022819271886469
0.0118506705014745,-2.012833243140744,-2.0088650570382747
0.014228044163416,-1.9918400961755465,-1.9920630006067386
0.0170823448927153,-1.9736164432282888,-1.970142658062406
0.020509249457068,-1.9560743794708046,-1.9498870837603635
0.024623628426541,-1.944365498927583,-1.9311001591410772
0.0295633966595206,-1.9373318336415999,-1.9148283112929314
0.0354941362381063,-1.9285490442777435,-1.899670775721183
0.0426146468147303,-1.9186186735825685,-1.8848390454922115
0.0511636094188018,-1.9052288240167738,-1.8669265376858448
0.0614275870955911,-1.889303505341717,-1.8466537000730703
0.0737506305604739,-1.8726056042062582,-1.8265504248937856
0.0885458108521064,-1.8569579595425412,-1.8077175320937533
0.1063090655615219,-1.8437517085291883,-1.7924284136583462
0.1276358227656924,-1.8336881109700547,-1.782089866508168
0.1532409599033448,-1.8277177450367472,-1.778024621037304
0.183982766618797,-1.8246620204184123,-1.7787555234067447
0.2208917148134356,-1.823540458448158,-1.7827392999948153
0.2652050002830813,-1.821778125725338,-1.7867539041835694
0.3184080137842777,-1.815479540120461,-1.787900233299187
0.3822841316484654,-1.8014443604789079,-1.7849639003864706
0.4589744949360234,-1.7784220268010937,-1.7785747611649765
0.5510497809401385,-1.7495441705314096,-1.7702944100084945
0.6615963728365803,-1.7187376258121119,-1.7623432064606916
0.7943198159043792,-1.6890655994243196,-1.7557963925044906
0.9536690281919292,-1.659099605282453,-1.7484748292244139
1.1449854291964725,-1.6277821374252741,-1.736181681992559
1.3746819853820282,-1.5838104024972672,-1.7090247453912268
