m_scaled,slope_Q_r,slope_Q_tot
4.051408065148664e-06,-1.120550717460782,-1.280105249941809
1.2154224195445992e-05,-1.1174513596143212,-1.2714282732736988
2.511873000392172e-05,-0.930919837282002,-0.9884300175198619
4.618605194269477e-05,-0.9906882414354106,-0.9742640274717924
7.130478194661649e-05,-0.9167342334715781,-1.0035625104638104
0.0001085777361459,-0.7776355371138964,-0.7673590818456588
0.0001977087135792,-0.6232149360204196,-0.6318396738545099
0.000356523909733,-0.6511548620591534,-0.6772850273731725
0.0005388372726647,-0.7226143001688542,-0.7488399503446126
0.0008524162569072,-0.7830210595775775,-0.8086731689277975
0.0012616084714872,-0.8806585833231679,-0.9144245510471973
0.0018620271467423,-0.9732708448682013,-1.0003272439038358
0.0027063405875193,-1.0497917534428338,-1.0552095344510368
0.0038763872367342,-1.078079047296955,-1.0865258207651136
0.0054491438476249,-1.1074202179621522,-1.1021727370087004
0.0076125957544143,-1.1294320069449224,-1.1079606677225713
0.0105774161764901,-1.1428392949786828,-1.107769162887644
0.0145939821322785,-1.1489616252459527,-1.1031564391362743
0.019978303450861,-1.1502419126121564,-1.0999146123666608
0.0266404388731915,-1.1539416133080125,-1.1024326850424124
0.0352885745290578,-1.1507800829007917,-1.1003499124778693
0.0464404803691861,-1.1426724846816536,-1.095233680022642
0.0604024428433014,-1.1322712528427572,-1.0908670392016995
0.0769994411229894,-1.122395764599608,-1.0875779193943824
0.0963303295650397,-1.1103935222354628,-1.0821343921111466
0.1214320436550878,-1.097575674473754,-1.0751965402027097
0.1523718367670151,-1.0857748154890037,-1.0684779791497552
0.1877811432564145,-1.074371254162305,-1.0621513779206477
0.2321667494549572,-1.0639113254288106,-1.0575316569708755
0.2846835316402532,-1.051822243107011,-1.0519202760940904
0.342995447921938,-1.036623206726521,-1.0439849619606942
0.4097351032607449,-1.0194242949860286,-1.0360138063916544
0.4918312157296914,-1.0001067040332252,-1.0277514762980657
0.5856342769436914,-0.9750916123876778,-1.0148649288335303
0.6809938891363216,-0.9426802785192994,-0.9948462323947205
0.7741746540715149,-0.9052419244598187,-0.9707120930363682
0.8955483574504646,-0.8679042808827029,-0.9484542953987797
1.0379926238946395,-0.8303519218945004,-0.9274403995356229
1.1734311955125594,-0.7928012861756399,-0.9059003236570289
1.267085975191375,-0.7525607130263864,-0.8819586708634144
