m_scaled,slope_Q_r,slope_Q_tot
8.761448064025224e-07,-3.8354966047528207,0.3331620851766743
4.8187964352138735e-06,-3.65963774060231,0.24443715544784428
1.3580244499239098e-05,-2.3789508862669297,-0.22265642133477925
2.7160488998478195e-05,-1.4165499623108495,-0.336328599113032
4.994025396494378e-05,-1.3158935512655292,-0.47732278181015414
9.15571322690636e-05,-0.8632907150215252,-0.5899675971851595
0.0001463161826692,-0.811804135672894,-0.7314277864827488
0.0002475109078087,-0.7427195267537183,-0.7606581923345607
0.0003942651628811,-0.858655599921597,-0.906068652356289
0.0005953403959505,-0.9712151886165051,-1.0131208720161053
0.0008717640823705,-1.1017290456726858,-1.0921373312088714
0.0012358022494307,-1.2137260923512279,-1.1472914386861555
0.0017763835949811,-1.305273263016208,-1.1683588105800569
0.0024391871410246,-1.3948193845967183,-1.1981498057173516
0.0033372355675872,-1.4525382379203626,-1.2042134904102118
0.0045138980425857,-1.4861723196653482,-1.1940287122221473
0.0060800068840303,-1.4951760122398277,-1.1696063926299947
0.0081030252420137,-1.4803474300516868,-1.139045542252716
0.0109185165773882,-1.4431309442960463,-1.1065919944832023
0.0146697305660006,-1.3963716665134798,-1.0769352329298052
0.0195936643779828,-1.3428292914429019,-1.047630039887717
0.0260819547417966,-1.2834368564038048,-1.0160784189897063
0.0348495358194667,-1.222370808770767,-0.9843318976802724
0.0469171163104518,-1.1626883849835283,-0.9555101964401427
0.0636330830718056,-1.1082137739930478,-0.93280797030119
0.0866656158149183,-1.0592874234428582,-0.9165577642115448
0.1193090190118634,-1.0139578118432266,-0.905474473319818
0.1639069800197679,-0.971952067747103,-0.898180448007141
0.2121063342543898,-0.9317948554229222,-0.8935898482499104
0.2645365917591296,-0.8971665463684487,-0.8974881546262835
0.3297208892106708,-0.8703019039469047,-0.9109059235835766
0.4351587836475696,-0.8506254752243798,-0.931906689783473
0.5575890685322421,-0.8345910817116163,-0.9522637263276352
0.6591780588346146,-0.8203506523774129,-0.9727129643219474
0.7452588479912591,-0.8170171334978058,-0.9975951653048285
0.847680175859714,-0.8211915264172169,-1.0295770712151144
0.9461649851130024,-0.8251658693383774,-1.067815555476999
1.0171778358891364,-0.8312935233886307,-1.1133642681557199
1.0432072219425488,-0.8402937577399352,-1.167554516826717
1.0584100866232455,-0.8521051638404034,-1.2296860540692212
