r_scaled,m_scaled,Q_r,Q_tot
0.001100305449453,2.6109351982144135e-05,121406602.54417177,17720678.047742296
0.0013210387147392,6.767818869055782e-05,70911505.3908907,13734528.009387989
0.0015860534787928,0.0001302032158056,50795299.80510161,10596014.839889938
0.0019042330928867,0.0002257084770035,43851303.795973524,8459066.694850912
0.0022862430053776,0.0003741195303757,38544881.30911374,7399420.528742262
0.0027448882698043,0.000572344478977,21860119.805801287,4729829.758020815
0.0032955427730067,0.0008495845717347,19695019.165202066,3997707.810399078
0.0039566645710832,0.0012559972479831,13795169.57849631,2750061.2166181635
0.0047504146073584,0.0018077290806584,9088279.087293396,2022164.5429059875
0.0057033995519175,0.0025411957448936,6045498.978844526,1305393.1347583781
0.0068475636628487,0.0035628959132475,4256864.709048804,899968.3319495898
0.0082212595645699,0.0049501270093515,3020573.571711371,660982.6441621918
0.0098705338359591,0.0067757203834714,2006432.0128966817,451845.0391703445
0.0118506705014745,0.0092485508514645,1522653.8846130827,319398.66829789034
0.014228044163416,0.0124366401461263,1034294.0408725593,223586.3807914657
0.0170823448927153,0.0165952415374928,712251.6811648905,155863.74990022118
0.020509249457068,0.0220764877332179,485091.9007447724,110480.08413724706
0.024623628426541,0.029006459419847,326458.65012004133,74659.45721913941
0.0295633966595206,0.0376713288368686,227115.37532716966,52687.75120166849
0.0354941362381063,0.0485712962012037,156842.6874928131,37545.081640508535
0.0426146468147303,0.062445324882768,111122.43148647477,27632.332314286377
0.0511636094188018,0.0795380182843417,78290.64909816117,19824.06149560418
0.0614275870955911,0.1005127600727342,54988.0461107439,14169.336752531797
0.0737506305604739,0.1265169875587397,41029.79391977298,10733.3388554652
0.0885458108521064,0.1588451749301045,31049.555605676665,8026.849483369939
0.1063090655615219,0.1961107781789348,22524.943480341022,5686.209431846928
0.1276358227656924,0.2403695652297194,16670.35092741178,4079.142965348122
0.1532409599033448,0.2911278632035328,12030.649097444766,2884.0822994233977
0.183982766618797,0.3476185381138469,8476.095883704955,2067.747258090904
0.2208917148134356,0.4073196326856496,5349.0159658589755,1396.453203063172
0.2652050002830813,0.4696904084976266,3297.680396951673,925.0365867018186
0.3184080137842777,0.5339427753728431,2091.1645755538925,626.1722556135958
0.3822841316484654,0.6070503350992668,1574.7474306044712,476.85999016268295
0.4589744949360234,0.6852395992272677,1154.3638474412774,363.810259140569
0.5510497809401385,0.7712575464206517,906.352245535426,290.174566905307
0.6615963728365803,0.8596837377902834,778.3854581306141,224.10622701502678
0.7943198159043792,0.9425730288191754,460.12884888352573,141.86912503595264
0.9536690281919292,1.0239435113597375,347.11279342297445,113.77463623882633
1.1449854291964725,1.0927416538326873,424.93464085017945,104.69330125699472
1.3746819853820282,1.1476619886389174,352.85451326698427,94.18335826074428
