halo_id,vvir
000,314.00015763285194
001,314.61343573258085
002,345.79905016448487
003,377.22530945533134
004,288.2958529623102
005,337.4058667155601
006,297.5222433849791
007,301.3512123477963
008,331.3552969744104
009,307.46419559048866
010,299.0430261739174
011,290.41841089669055
012,319.03954016346694
013,300.0333833858087
014,360.84180790922915
015,305.38871745073635
016,303.35048556482695
017,299.9099492524126
018,300.61554443909245
019,288.7567795710059
020,269.8115614010813
021,324.5009144960864
022,303.9855885414145
023,307.5496342343923
024,303.7012027409173
025,311.4498925657792
026,307.0149275028279
027,312.7663580407072
028,363.8412674381484
029,300.4030869491337
030,299.9324037932843
031,304.45472758237906
032,315.0209654212243
033,299.59528801206807
034,287.5772707095289
035,289.99878328108707
036,301.1954621209091
037,322.0856702372614
038,300.4366552034788
039,281.40175890088227
040,300.1679318758147
041,283.0119848643294
042,333.0024871663003
043,330.5255105111209
044,339.9587653046094
045,304.0511349373163
046,286.28949346264125
047,402.7131639864936
048,280.26226290381044
