halo_id,r_scaled,delta_J
1,0.001100305449453,22.89918177902981
1,0.0013210387147392,11.238233597900326
1,0.0015860534787928,2.302953391131942
1,0.0019042330928867,7.140538557793758
1,0.0022862430053776,0.35953989782924706
1,0.0027448882698043,1.199169930301652
1,0.0032955427730067,0.6626824117148178
1,0.0039566645710832,0.9697005044384386
1,0.0047504146073584,0.2944273039257799
1,0.0057033995519175,0.19496737360184757
1,0.0068475636628487,0.21651115809588617
1,0.0082212595645699,0.209534708676819
1,0.0098705338359591,0.03170436490583303
1,0.0118506705014745,0.30287946194008536
1,0.014228044163416,0.32460089239259593
1,0.0170823448927153,0.03519154207476754
1,0.020509249457068,0.14807328194562214
1,0.024623628426541,0.1258717476671624
1,0.0295633966595206,0.02399825041202791
1,0.0354941362381063,0.06807859807570293
1,0.0426146468147303,0.06473506873686785
1,0.0511636094188018,0.017034662855307213
1,0.0614275870955911,0.0927178854645983
1,0.0737506305604739,0.04805903763116114
1,0.0885458108521064,0.05456392332080122
1,0.1063090655615219,0.13158436028200704
1,0.1276358227656924,0.20378549438808594
1,0.1532409599033448,0.4498999238237007
1,0.183982766618797,0.3493893107808545
1,0.2208917148134356,0.43539680657668023
1,0.2652050002830813,0.9727678248292468
1,0.3184080137842777,0.8769226492444707
1,0.3822841316484654,0.6547258165352993
1,0.4589744949360234,0.1140551805091053
1,0.5510497809401385,0.47760965705315644
1,0.6615963728365803,0.6524918471916599
1,0.7943198159043792,0.4492489842275714
1,0.9536690281919292,0.4813621761378167
1,1.1449854291964725,0.7474090661053282
1,1.3746819853820282,0.6804056002696696
