halo_id,r_scaled,delta_J
8,0.001100305449453,3.979954268040759
8,0.0013210387147392,1.7864368065239695
8,0.0015860534787928,0.4713548455338762
8,0.0019042330928867,1.5388434256391932
8,0.0022862430053776,0.07545114055294581
8,0.0027448882698043,1.7316676701674008
8,0.0032955427730067,0.6041114939056277
8,0.0039566645710832,0.36646702489986066
8,0.0047504146073584,0.25405447936761505
8,0.0057033995519175,0.33473239467053695
8,0.0068475636628487,0.12283330828452162
8,0.0082212595645699,0.03053396043053169
8,0.0098705338359591,0.012669804705284273
8,0.0118506705014745,0.04821149504687154
8,0.014228044163416,0.12170417814983177
8,0.0170823448927153,0.0998962946048695
8,0.020509249457068,0.12916154395198554
8,0.024623628426541,0.0025875252314551374
8,0.0295633966595206,0.02441450151522202
8,0.0354941362381063,0.05463026588114732
8,0.0426146468147303,0.025516478783938798
8,0.0511636094188018,0.0035819890592103613
8,0.0614275870955911,0.10302875514359063
8,0.0737506305604739,0.10921629598182364
8,0.0885458108521064,0.024541873819233423
8,0.1063090655615219,0.00015655779403995937
8,0.1276358227656924,0.001750189787146667
8,0.1532409599033448,0.03629322572368044
8,0.183982766618797,0.06258990111309985
8,0.2208917148134356,0.02020370383624725
8,0.2652050002830813,0.009173297272217135
8,0.3184080137842777,0.021634468929580722
8,0.3822841316484654,0.045894873781276525
8,0.4589744949360234,0.1220090038711295
8,0.5510497809401385,0.1822606656368735
8,0.6615963728365803,0.030627268779501157
8,0.7943198159043792,0.15030135755051321
8,0.9536690281919292,0.22418775773756736
8,1.1449854291964725,0.42250297454641983
8,1.3746819853820282,0.6035385847457727
