halo_idx,r_scaled,rho_scaled
12,0.0011003054494530783,2285258.9298047395
12,0.0013210387147392024,1523619.3408749208
12,0.0015860534787928678,1291222.408230763
12,0.001904233092886742,983489.0455528904
12,0.0022862430053776014,1018985.5566737454
12,0.002744888269804314,1053030.1083418597
12,0.0032955427730067214,1007561.8533816942
12,0.003956664571083289,854382.984359403
12,0.00475041460735845,777655.6020205166
12,0.005703399551917563,675280.5554738379
12,0.006847563662848714,585651.369697105
12,0.008221259564569927,492641.82996120304
12,0.009870533835959136,417613.04239387467
12,0.011850670501474531,352882.9025173873
12,0.014228044163416009,301626.95509721537
12,0.017082344892715387,233289.99356050405
12,0.02050924945706801,193051.99742594073
12,0.024623628426541026,143593.2600914807
12,0.029563396659520607,108283.94673348626
12,0.0354941362381063,78048.55377533726
12,0.042614646814730386,56775.040452676505
12,0.05116360941880182,43048.10293183155
12,0.06142758709559115,32463.307008073843
12,0.0737506305604739,23100.56706189438
12,0.0885458108521064,15526.665822555044
12,0.10630906556152198,11490.37569203226
12,0.1276358227656924,8996.73199024399
12,0.1532409599033448,6135.889140093235
12,0.18398276661879706,3722.6205732448675
12,0.2208917148134356,2496.201175739633
12,0.26520500028308136,1853.165806428335
12,0.3184080137842777,1490.813821264101
12,0.3822841316484654,978.6394648724935
12,0.4589744949360234,564.9623415538457
12,0.5510497809401385,363.0049781817615
12,0.6615963728365803,239.25729134264657
12,0.7943198159043792,154.15989962745283
12,0.9536690281919291,86.44093472645825
12,1.1449854291964723,32.68177503436849
12,1.3746819853820282,11.977471294298816
