halo_idx,r_scaled,rho_scaled
30,0.0011003054494530783,1869346.8395439256
30,0.0013210387147392024,2160294.8947284287
30,0.0015860534787928678,1997221.2468942415
30,0.001904233092886742,1947435.643780777
30,0.0022862430053776014,1250298.645636448
30,0.002744888269804314,1107754.4243457941
30,0.0032955427730067214,1544549.374589073
30,0.003956664571083289,1543736.6021043174
30,0.00475041460735845,1054607.815527492
30,0.005703399551917563,1033520.304975488
30,0.006847563662848714,791082.2052819622
30,0.008221259564569927,664144.8403067761
30,0.009870533835959136,539641.6599869214
30,0.011850670501474531,432113.7633976488
30,0.014228044163416009,334929.71696069394
30,0.017082344892715387,266964.59641569783
30,0.02050924945706801,211353.82004490992
30,0.024623628426541026,165256.87297500056
30,0.029563396659520607,128179.42802832118
30,0.0354941362381063,91572.97254495679
30,0.042614646814730386,68660.46024743584
30,0.05116360941880182,51182.41980936835
30,0.06142758709559115,37023.69748432487
30,0.0737506305604739,25424.358311704476
30,0.0885458108521064,17115.502398202076
30,0.10630906556152198,12843.584784690738
30,0.1276358227656924,9142.720984651483
30,0.1532409599033448,6049.726786743176
30,0.18398276661879706,4380.0484046902075
30,0.2208917148134356,2995.185481555533
30,0.26520500028308136,1921.4266534823478
30,0.3184080137842777,1270.7061632265682
30,0.3822841316484654,903.1984504556483
30,0.4589744949360234,596.319205315912
30,0.5510497809401385,350.2862143443198
30,0.6615963728365803,197.77120648025473
30,0.7943198159043792,148.85951513451025
30,0.9536690281919291,100.94114285867406
30,1.1449854291964723,55.45825193776811
30,1.3746819853820282,22.15940962598087
