halo_id,r_scaled,delta_J
15,0.001100305449453,9.799992202304153
15,0.0013210387147392,0.9281222299776082
15,0.0015860534787928,1.5981813115189265
15,0.0019042330928867,3.8988811307212474
15,0.0022862430053776,0.881845131491749
15,0.0027448882698043,0.2722518786491366
15,0.0032955427730067,1.80720312863643
15,0.0039566645710832,0.5939604563082735
15,0.0047504146073584,0.13263927262966277
15,0.0057033995519175,0.6932779058267348
15,0.0068475636628487,0.05998815848968643
15,0.0082212595645699,0.16548976389147382
15,0.0098705338359591,0.25028159222577273
15,0.0118506705014745,0.12347448231652783
15,0.014228044163416,0.08880013466604553
15,0.0170823448927153,0.035193984697036024
15,0.020509249457068,0.16649676382748302
15,0.024623628426541,0.17923130298546253
15,0.0295633966595206,0.03130526132334118
15,0.0354941362381063,0.04432981423982674
15,0.0426146468147303,0.009546697370035443
15,0.0511636094188018,0.11553045035796286
15,0.0614275870955911,0.03751278365873609
15,0.0737506305604739,0.013309211838914611
15,0.0885458108521064,0.003490206277833168
15,0.1063090655615219,0.011321697725030706
15,0.1276358227656924,0.016305195667907366
15,0.1532409599033448,0.01939079076971452
15,0.183982766618797,0.035959590720695774
15,0.2208917148134356,0.07144006864355947
15,0.2652050002830813,0.018277001909401566
15,0.3184080137842777,0.06234579119736231
15,0.3822841316484654,0.0042452476859665255
15,0.4589744949360234,0.0637762297786617
15,0.5510497809401385,0.18550944517944934
15,0.6615963728365803,0.10115706364588402
15,0.7943198159043792,0.134246703130783
15,0.9536690281919292,0.04833320970325615
15,1.1449854291964725,0.4259797628726222
15,1.3746819853820282,1.166972162814673
