m_scaled,slope_Q_r,slope_Q_tot
2.449048507470128e-06,-0.8486513320972049,-1.2546346059163431
8.477475602781213e-06,-0.8802957700638814,-1.2702814165125427
1.733172789901937e-05,-0.7088403599525006,-0.8516059406232632
3.221440729056861e-05,-0.6676241534883722,-0.6798981122863241
5.1430018656872685e-05,-0.6806406904550013,-0.7053707692632086
8.703541618855378e-05,-0.6881538108017267,-0.7859163636583494
0.0001420448134332,-0.7492712501191152,-0.800579926206173
0.000222675025833,-0.8328525933741318,-0.849010785227295
0.0003259118398402,-0.8675846927442701,-0.9028492711765084
0.0004948961868556,-0.9609064765079689,-0.9733504321639598
0.0007456410763512,-1.0382237369506164,-1.0407166456635468
0.001102448605055,-1.101667939303801,-1.1012301667468583
0.0016094016461013,-1.1385655754024997,-1.1307692878730176
0.0022983378300873,-1.1657008732181273,-1.1500968242458787
0.0032259620493783,-1.1830197482270979,-1.1608004577773117
0.0045284790786589,-1.1850651818958955,-1.1589006992499118
0.0063492524497896,-1.1755332055162406,-1.1464174447818012
0.0088442677138615,-1.1461111477579908,-1.122553526039577
0.0120918944231136,-1.1063920898743227,-1.0923924716342035
0.016435564533632,-1.071534449586762,-1.061607461908189
0.02226147415621,-1.04462915733887,-1.0329819676672876
0.0299699485276456,-1.0254547911495233,-1.0079538905829726
0.0401497012314652,-1.0121073039725301,-0.9869759628697987
0.0538257532622186,-1.0032763589842992,-0.9709993327159671
0.0719319456546387,-0.9983397367087277,-0.962180920024883
0.0965179436211313,-0.9953492558025026,-0.9599105277145716
0.1297509667024608,-0.9937598060011823,-0.9619113099041412
0.1684308620527506,-0.9918673815989411,-0.9626403562112735
0.209038346966766,-0.9870615776755736,-0.9572968442592749
0.2509673761330818,-0.9781005375287323,-0.9454734071486798
0.2991567384495313,-0.9642179496691978,-0.9297619267288721
0.3547375175498723,-0.9456702788958247,-0.9138195711586607
0.4215130857662062,-0.9221552697383721,-0.8982830861053919
0.4953824171786006,-0.8965446968452444,-0.8853193763305953
0.5899561930614943,-0.8727876819220111,-0.8752694869026058
0.7300931977074425,-0.8469521976883155,-0.8655336546029266
0.8921341154275101,-0.8208806909389441,-0.8546187489203467
1.028308371200025,-0.7941159019808617,-0.842497191516826
1.1320334878019476,-0.7651488274089238,-0.8281056870460334
1.2145660457269971,-0.7307945768599751,-0.8092712893978724
