m_scaled,slope_Q_r,slope_Q_tot
3.184537868413806e-06,-0.6506435417269525,-0.9277104695217149
8.804310577379347e-06,-0.6727213017967745,-0.9522324402119744
1.629734085600007e-05,-0.6171524966289431,-0.7088122234068119
3.296933322593117e-05,-0.6091889359292559,-0.6443052564787881
5.526109830482782e-05,-0.6019014103305046,-0.641656440123563
9.366287848275902e-05,-0.649585541990778,-0.7559715128381145
0.0001491113025445,-0.838668702649783,-0.8887945580011184
0.0002272261431991,-0.942835690397249,-0.9840545352640536
0.0003338144989125,-0.9722578980151471,-1.037682089912451
0.0004954766271737,-0.9873973738978714,-1.0693475323759996
0.0007328183612491,-1.0263775070913397,-1.1039342321338366
0.0010853654358582,-1.0441133980064334,-1.1017671716218107
0.0015671672827735,-1.0424259250145105,-1.0876789675089018
0.0022615838638446,-1.0266117004908626,-1.0569081314097413
0.0032512258378935,-1.0176193880251097,-1.0279316136899226
0.0046237616591798,-1.0037422579861854,-0.9950473684121183
0.0065914314103456,-0.986057216609557,-0.9600945060438117
0.0093306959544524,-0.9753440295082514,-0.9339878451927414
0.0130751505104361,-0.9731302207287932,-0.9164779325359163
0.0182972306373639,-0.981306933910214,-0.9086591234339361
0.0253142661675352,-1.0026122852932735,-0.9132891383711967
0.0347592308337366,-1.0327442304605385,-0.9274053192109891
0.047225197982521,-1.068899157077592,-0.9481525065054324
0.0631578155897092,-1.1066270599352244,-0.9719269162501185
0.0835810062428748,-1.1416015426431703,-0.9949166692588194
0.1089550293268821,-1.1698613127413673,-1.0144022690905
0.1393364572203346,-1.1868244572722855,-1.0271112752246243
0.1749371553543604,-1.1890467266513505,-1.030856088860456
0.2156718905095402,-1.1746863949437358,-1.0248472887431659
0.2642752440860565,-1.143172522428431,-1.0097157415095293
0.3253042897736096,-1.0945530808181567,-0.9856196037682842
0.4033400789587912,-1.028374815142139,-0.9528921462746494
0.5026583220443391,-0.9439936705556078,-0.9092764456056232
0.5957869474682326,-0.8416343481649193,-0.8553195478078509
0.6932560980067739,-0.7240191952058737,-0.7939022056890033
0.8009824576937192,-0.5875100031842012,-0.7235518968136312
0.9143926554985122,-0.4315603584488974,-0.643463310824183
1.0218970341634532,-0.2652262355068928,-0.5590728808348199
1.118158495546838,-0.09148004035726993,-0.47110246432531705
1.2064329486304837,0.09364183211044907,-0.37611999039758764
