m_scaled,slope_Q_r,slope_Q_tot
1.7758767260744524e-05,-1.3587856540443446,-0.7144201534092336
4.524836589723947e-05,-1.3588531886034352,-0.741183576081498
8.22255251250911e-05,-1.2832271262244586,-0.816044347214431
0.0001459624706362,-1.1402468449128689,-0.8750176444856255
0.000240351534981,-1.1241757750316204,-0.9986269852409224
0.0003889899842456,-1.1105906477965326,-1.0708084345737217
0.0005982028588242,-1.12094386774285,-1.1015334834231258
0.0008893979877435,-1.156798807586811,-1.1689078651272975
0.0012995525302314,-1.21379084430188,-1.22838909862039
0.0018846187666984,-1.2545113074768712,-1.2433470886028555
0.0026667343385244,-1.2939472726299293,-1.262586493652452
0.0037461268088795,-1.3140210766871325,-1.2680737282817807
0.005174856125624,-1.334264612795785,-1.269210333516933
0.007103020362729,-1.3336826116195406,-1.259345497374848
0.009667580971808,-1.3297700115943114,-1.2424199889946745
0.0129320316275879,-1.326155412651696,-1.2252100447788956
0.017253737112343,-1.3123974105232648,-1.2012270454133567
0.0228513978612435,-1.2940229814104134,-1.176199548830678
0.0299877463214344,-1.2751894428445876,-1.1538649749655865
0.039136673980915,-1.252880359724525,-1.1331419423140938
0.0507900743657293,-1.2306610319089424,-1.1169813364311016
0.0653668597666034,-1.2103598289889885,-1.1063604984865978
0.0836136282208418,-1.1921978754209406,-1.1003777296819475
0.1057911660093146,-1.176781537296235,-1.0988812948157294
0.1321789912632902,-1.163098249302595,-1.1004885602463705
0.1635745456140114,-1.1499555705093654,-1.1039318361255224
0.201587795112596,-1.1374110573600884,-1.1088516334699732
0.2477851603397556,-1.1259078566943002,-1.11509213344089
0.3020999851005661,-1.11416023796067,-1.1216550607188671
0.3637182853504461,-1.100284805152155,-1.1271069179043702
0.4329154436173294,-1.0823825258949102,-1.1305464139532957
0.5103388034584877,-1.060814266238521,-1.132007421632495
0.5899394368199701,-1.0353746351712627,-1.1314281923909846
0.6806529228833439,-1.0063623717083956,-1.1289125719751951
0.7649523314453919,-0.9720983223719171,-1.1229119473708944
0.8386188605631572,-0.9376107895048542,-1.1180277233305587
0.924800698454844,-0.9083289816976197,-1.119255557179612
1.0237416024464148,-0.8792138168780412,-1.1245026819310708
1.1137111664511123,-0.8458700162275239,-1.129122506343933
1.1811161488493669,-0.8026771663120642,-1.1270826443821127
