m_scaled,slope_Q_r,slope_Q_tot
1.9203023735428945e-05,-0.5739683322915121,-0.5445559568005109
5.356632936724915e-05,-0.608299344327816,-0.5732320308173104
0.0001068799873695,-0.7591243968839934,-0.770042574874829
0.0001907668805295,-0.9073036199087969,-0.8860693457015928
0.0003027002951979,-0.9860150799749654,-0.9571865048442779
0.0004818442929403,-0.982395893029922,-1.0004518943156449
0.0007479072402219,-1.0447924194672786,-1.027238788299668
0.0011377791563241,-1.109474987765832,-1.0783765993467913
0.0016815279336747,-1.1664317911766044,-1.1264469068276166
0.0024253924320576,-1.2114481901440024,-1.1700418000507713
0.0034631137278656,-1.2496300784577152,-1.201973330937438
0.0048707459019455,-1.2817468676841548,-1.2256477978418197
0.0067397559884056,-1.3085373140108028,-1.2471998700248577
0.0092540887409221,-1.321734522612693,-1.2569574461030029
0.0125117806490917,-1.3362466589470563,-1.264417735044447
0.0167427626550095,-1.3393085863391594,-1.2642276102318069
0.0221913679685725,-1.3390839495780051,-1.2594336266503934
0.0289690246617192,-1.3367847918120452,-1.2520194124915807
0.0375318045481659,-1.3303689052780978,-1.2411185908381008
0.0482923199668595,-1.3226709433708912,-1.2282812407866803
0.0617862342114724,-1.315164475914648,-1.216824240429692
0.0778960550973077,-1.309271168890555,-1.2082591064763257
0.0973446753994582,-1.303565849477478,-1.2012307684325738
0.1204567778218716,-1.2976763631809742,-1.195092236173326
0.1478680835187367,-1.2914916826015979,-1.189561457858396
0.1797362594217758,-1.2842184328827027,-1.183786078031587
0.2166404282994312,-1.2741486541940161,-1.1770718028784661
0.2579125270628019,-1.2601624244158627,-1.1690297097958773
0.3067238340132479,-1.2418683084731994,-1.1601586140645912
0.362520998861551,-1.2191427966310542,-1.151059265783602
0.4258753115638403,-1.191894274770449,-1.1414517235956523
0.4911648342502038,-1.1603332718930448,-1.130423719344262
0.559649133674867,-1.1251727857156668,-1.1183286652250037
0.639094316910621,-1.0874985747918355,-1.1053800987157572
0.7275803342552879,-1.0458545675674462,-1.0918005964477184
0.8257315366516341,-1.000929636142338,-1.0769659276450307
0.9267386834858956,-0.9507866274792032,-1.0598379032125194
1.0243625607436124,-0.8967589791849806,-1.0418272317761805
1.0892129405977105,-0.8430807085881031,-1.025924331938176
1.1446745578733737,-0.7946110058343624,-1.014346613214242
