m_scaled,slope_Q_r,slope_Q_tot
1.408732176042064e-05,-0.7017333793948148,-1.0816406699043948
3.812968423153853e-05,-0.715908422374737,-1.0857751007299348
6.423818722751811e-05,-0.9168648264629502,-1.0509424976743496
0.0001132620669537,-0.9732972446378358,-1.0547347145324877
0.0001818203661878,-1.0839512296396585,-1.1016221622585518
0.000290762321135,-1.1481856405892157,-1.168476061532533
0.0004415905794499,-1.1067877173012501,-1.17292275444112
0.0006634189394374,-1.1633586312719304,-1.2085460617466934
0.0009660146108512,-1.1937803808120624,-1.2245203645728742
0.0013831871659165,-1.2244568246804257,-1.2411951680912994
0.0019493096697286,-1.25491785270251,-1.2454589416842192
0.0027282446476014,-1.26610416119098,-1.2452289760995552
0.0038191668447284,-1.2658498900176305,-1.2256379992307689
0.0052885684198187,-1.250245196185491,-1.202840315833265
0.0073263464702027,-1.2301045110211137,-1.1754935071866188
0.0100671757919101,-1.2103846195465597,-1.1503705471521597
0.0137740197244688,-1.190216345888362,-1.128746291575748
0.0186645743468165,-1.1730283159299737,-1.11298385522917
0.0251569513688023,-1.1587430350140102,-1.099967883305111
0.0335034077654163,-1.151085181169657,-1.0943264526543948
0.0442071426699408,-1.1477829961476649,-1.0933978423637432
0.0576515190652158,-1.148846230324428,-1.0969273133665718
0.0741812067569798,-1.1535543119280258,-1.1027487671718172
0.094504140621433,-1.1596106827188994,-1.1078522861289533
0.118604355027247,-1.1663319484817505,-1.1099411716684966
0.1482835245121012,-1.173184088345642,-1.1100765760267963
0.184210890775094,-1.181237529289941,-1.1094619675759665
0.2261907339592339,-1.189635232686497,-1.1077373198101204
0.2743821468849353,-1.1976857864047963,-1.1048765719214393
0.3290099632074944,-1.2057355585432155,-1.101639395933728
0.3908283242184859,-1.214946249207175,-1.0985499604669544
0.4554457421477945,-1.2261616612461876,-1.0962829939009535
0.5274109192763818,-1.2413658574302855,-1.0963623161811147
0.6115417196463115,-1.2611269690989348,-1.0985213475284574
0.7031389883802209,-1.2856819242731135,-1.103991569397857
0.8126181398639379,-1.3128142748062772,-1.1111187417924517
0.9238033599283204,-1.33822429549993,-1.115771692961891
1.0227241576680803,-1.364211827329516,-1.1195369996773419
1.0886195774274945,-1.3925665046823001,-1.1241045041763984
1.142968840441111,-1.4232662116848833,-1.1303221761909186
