halo_idx,r_scaled,m_scaled
19,0.0011003054494530783,1.1069218330804072e-05
19,0.0013210387147392024,3.1504698326134666e-05
19,0.0015860534787928678,5.960348331971423e-05
19,0.001904233092886742,0.00011296279219641077
19,0.0022862430053776014,0.00019129879884517806
19,0.002744888269804314,0.00029517915548810857
19,0.0032955427730067214,0.00044872908156413433
19,0.003956664571083289,0.0006740870137348634
19,0.00475041460735845,0.0009905531275514413
19,0.005703399551917563,0.0014080613369004873
19,0.006847563662848714,0.0019765650373261426
19,0.008221259564569927,0.002763047191035324
19,0.009870533835959136,0.0038447085002326145
19,0.011850670501474531,0.005262703751019721
19,0.014228044163416009,0.007214859742795885
19,0.017082344892715387,0.009829749703865064
19,0.02050924945706801,0.013486565318585057
19,0.024623628426541026,0.01842144991134635
19,0.029563396659520607,0.024996281773732924
19,0.0354941362381063,0.033582021632882236
19,0.042614646814730386,0.04462030291758227
19,0.05116360941880182,0.05849911592163324
19,0.06142758709559115,0.0758198881743422
19,0.0737506305604739,0.0968542412639804
19,0.0885458108521064,0.12266680693308235
19,0.10630906556152198,0.15434208475195582
19,0.1276358227656924,0.19285388210760052
19,0.1532409599033448,0.2395035417191635
19,0.18398276661879706,0.2926312484892463
19,0.2208917148134356,0.3530461906604418
19,0.26520500028308136,0.4207912259755179
19,0.3184080137842777,0.5017778846753462
19,0.3822841316484654,0.5921623097380271
19,0.4589744949360234,0.682834534477309
19,0.5510497809401385,0.7740241742170282
19,0.6615963728365803,0.84662121690044
19,0.7943198159043792,0.9280631326823865
19,0.9536690281919291,1.023777528284405
19,1.1449854291964723,1.1052773445930049
19,1.3746819853820282,1.178629648557911
