halo_idx,r_scaled,m_scaled
47,0.0011003054494530783,7.638081822218218e-06
47,0.0013210387147392024,2.18679328882686e-05
47,0.0015860534787928678,4.0910821814894836e-05
47,0.001904233092886742,6.916126143131839e-05
47,0.0022862430053776014,0.0001079794580894411
47,0.002744888269804314,0.0001661544374477059
47,0.0032955427730067214,0.00025017333749210633
47,0.003956664571083289,0.00036558161488808844
47,0.00475041460735845,0.000524935020576285
47,0.005703399551917563,0.0007502061187028031
47,0.006847563662848714,0.0010447431095184782
47,0.008221259564569927,0.0014634774033885785
47,0.009870533835959136,0.002058829260490245
47,0.011850670501474531,0.0028686751961610533
47,0.014228044163416009,0.003947004939445724
47,0.017082344892715387,0.005390497772587128
47,0.02050924945706801,0.007328373299015945
47,0.024623628426541026,0.009884096402981728
47,0.029563396659520607,0.013358795844543985
47,0.0354941362381063,0.018184389456060483
47,0.042614646814730386,0.02497453956475464
47,0.05116360941880182,0.03453344201837398
47,0.06142758709559115,0.04782977300198832
47,0.0737506305604739,0.06581567696192897
47,0.0885458108521064,0.08964000510926382
47,0.10630906556152198,0.12072731201946547
47,0.1276358227656924,0.16021609040907586
47,0.1532409599033448,0.20474411943870913
47,0.18398276661879706,0.2569143109096163
47,0.2208917148134356,0.30582419238627256
47,0.26520500028308136,0.35223830446970456
47,0.3184080137842777,0.40083136249762547
47,0.3822841316484654,0.45726559161922936
47,0.4589744949360234,0.5265291824207139
47,0.5510497809401385,0.6182133684143706
47,0.6615963728365803,0.735988300231404
47,0.7943198159043792,0.8884214991574131
47,0.9536690281919291,1.0264267800462832
47,1.1449854291964723,1.1086544975877444
47,1.3746819853820282,1.1523903633642816
