halo_idx,r_scaled,rho_scaled
35,0.0011003054494530783,1783808.1608231433
35,0.0013210387147392024,1844448.8593054945
35,0.0015860534787928678,2382289.019228048
35,0.001904233092886742,1974242.5605990877
35,0.0022862430053776014,1978012.2275796847
35,0.002744888269804314,1602530.1065353323
35,0.0032955427730067214,1331307.7329034298
35,0.003956664571083289,1215466.8699943507
35,0.00475041460735845,1011483.697724257
35,0.005703399551917563,830507.6811428975
35,0.006847563662848714,685938.9387522693
35,0.008221259564569927,585859.4302405511
35,0.009870533835959136,461289.5336134264
35,0.011850670501474531,375203.7186166306
35,0.014228044163416009,305639.646498347
35,0.017082344892715387,244296.3898245481
35,0.02050924945706801,198191.63386684138
35,0.024623628426541026,162953.90677220805
35,0.029563396659520607,126655.85768221351
35,0.0354941362381063,100411.42811713726
35,0.042614646814730386,76665.91746844951
35,0.05116360941880182,56924.98109116631
35,0.06142758709559115,41793.105217400735
35,0.0737506305604739,30292.392088407043
35,0.0885458108521064,21487.193975771483
35,0.10630906556152198,14985.710542016555
35,0.1276358227656924,10869.590820364941
35,0.1532409599033448,7852.060700214506
35,0.18398276661879706,5423.1134682652555
35,0.2208917148134356,3368.539132007446
35,0.26520500028308136,2083.941835456716
35,0.3184080137842777,1340.129418881195
35,0.3822841316484654,804.5487939751184
35,0.4589744949360234,552.5071542211404
35,0.5510497809401385,426.5213636653533
35,0.6615963728365803,291.076507059031
35,0.7943198159043792,176.759664616439
35,0.9536690281919291,84.84822284392592
35,1.1449854291964723,41.72015131454627
35,1.3746819853820282,15.874855575384302
