halo_idx,r_scaled,rho_scaled
74,0.0011003054494530783,2541345.506110069
74,0.0013210387147392024,2019108.080660892
74,0.0015860534787928678,2934383.520147194
74,0.001904233092886742,2941673.242979292
74,0.0022862430053776014,2490620.4461312164
74,0.002744888269804314,2503135.2349558393
74,0.0032955427730067214,2049343.452184219
74,0.003956664571083289,1940189.523537374
74,0.00475041460735845,1627673.9602063296
74,0.005703399551917563,1367037.9118723958
74,0.006847563662848714,1133892.8889351287
74,0.008221259564569927,952445.2328242529
74,0.009870533835959136,804245.3973929964
74,0.011850670501474531,651169.9145973895
74,0.014228044163416009,527194.2727355225
74,0.017082344892715387,416540.865412447
74,0.02050924945706801,337483.5847361936
74,0.024623628426541026,254848.14061468912
74,0.029563396659520607,194407.69051942648
74,0.0354941362381063,144508.10277642004
74,0.042614646814730386,105980.98649303004
74,0.05116360941880182,75146.50775403935
74,0.06142758709559115,51984.84022197622
74,0.0737506305604739,36051.62354911686
74,0.0885458108521064,25360.131821757826
74,0.10630906556152198,17204.90844708268
74,0.1276358227656924,11210.742588346184
74,0.1532409599033448,7122.887093284741
74,0.18398276661879706,4554.588464012929
74,0.2208917148134356,3048.89731283951
74,0.26520500028308136,1992.566957834266
74,0.3184080137842777,1365.7796568660244
74,0.3822841316484654,891.8332376212313
74,0.4589744949360234,581.5671312443598
74,0.5510497809401385,376.7501534834835
74,0.6615963728365803,248.9869440039811
74,0.7943198159043792,169.97235552258905
74,0.9536690281919291,86.77160041764857
74,1.1449854291964723,39.5509448581361
74,1.3746819853820282,26.231412514709405
