halo_idx,r_scaled,rho_scaled
80,0.0011003054494530783,1590059.336859973
80,0.0013210387147392024,1706285.889194587
80,0.0015860534787928678,1933934.597732263
80,0.001904233092886742,2015823.8988929554
80,0.0022862430053776014,1683873.874765184
80,0.002744888269804314,1536279.9700117763
80,0.0032955427730067214,1327314.6173274673
80,0.003956664571083289,1138212.3704991753
80,0.00475041460735845,889141.9271097218
80,0.005703399551917563,705407.0621661587
80,0.006847563662848714,559800.5128923863
80,0.008221259564569927,429107.6134830236
80,0.009870533835959136,332117.2214145875
80,0.011850670501474531,259811.60306292557
80,0.014228044163416009,198082.4532359626
80,0.017082344892715387,150696.05458290165
80,0.02050924945706801,115854.88598949197
80,0.024623628426541026,89541.55817696141
80,0.029563396659520607,65107.02125732474
80,0.0354941362381063,50548.217906287944
80,0.042614646814730386,39518.51971926021
80,0.05116360941880182,29563.9105861706
80,0.06142758709559115,22343.659515289077
80,0.0737506305604739,17295.138433029482
80,0.0885458108521064,13491.952961897277
80,0.10630906556152198,10804.294438448334
80,0.1276358227656924,8778.571844068878
80,0.1532409599033448,7098.735326726361
80,0.18398276661879706,5178.979404677512
80,0.2208917148134356,3743.6213046459834
80,0.26520500028308136,2727.6101194753282
80,0.3184080137842777,2271.8387202600734
80,0.3822841316484654,1449.8299284010016
80,0.4589744949360234,876.4894893172263
80,0.5510497809401385,453.62107507183543
80,0.6615963728365803,201.59929391563864
80,0.7943198159043792,121.75099032602746
80,0.9536690281919291,53.423664493624976
80,1.1449854291964723,9.414760589028324
80,1.3746819853820282,1.939203869391971
