halo_idx,r_scaled,rho_scaled
27,0.0011003054494530783,1909924.0410612612
27,0.0013210387147392024,1710570.3862203204
27,0.0015860534787928678,2104342.112380653
27,0.001904233092886742,1750206.013735146
27,0.0022862430053776014,1288083.7232662723
27,0.002744888269804314,1371692.4260900544
27,0.0032955427730067214,1162231.8850266715
27,0.003956664571083289,920060.1117898211
27,0.00475041460735845,872205.2237679625
27,0.005703399551917563,682256.3407942357
27,0.006847563662848714,578456.2412360021
27,0.008221259564569927,475267.5471174526
27,0.009870533835959136,375815.9433193085
27,0.011850670501474531,299093.4966734406
27,0.014228044163416009,237746.78761708128
27,0.017082344892715387,187062.7902107067
27,0.02050924945706801,144437.8546600265
27,0.024623628426541026,109233.98300224834
27,0.029563396659520607,84893.7519914004
27,0.0354941362381063,65482.25720259123
27,0.042614646814730386,49695.38849674819
27,0.05116360941880182,36505.47069613535
27,0.06142758709559115,27328.295011160313
27,0.0737506305604739,20265.789020424196
27,0.0885458108521064,15100.679066325889
27,0.10630906556152198,10711.164494116056
27,0.1276358227656924,7467.730323895405
27,0.1532409599033448,5240.568776760824
27,0.18398276661879706,3762.1979315818503
27,0.2208917148134356,2673.833896261277
27,0.26520500028308136,1891.17710949857
27,0.3184080137842777,1461.4183223066932
27,0.3822841316484654,1100.891942696982
27,0.4589744949360234,750.3087262733861
27,0.5510497809401385,500.80814129482525
27,0.6615963728365803,328.85195532739976
27,0.7943198159043792,186.07909624676932
27,0.9536690281919291,78.99932753344108
27,1.1449854291964723,22.82398073662109
27,1.3746819853820282,8.707038484502204
