halo_idx,r_scaled,rho_scaled
14,0.0011003054494530783,6807304.171162994
14,0.0013210387147392024,6608115.024383828
14,0.0015860534787928678,4954706.818732588
14,0.001904233092886742,4727778.530464224
14,0.0022862430053776014,4097713.011323916
14,0.002744888269804314,3235916.424191475
14,0.0032955427730067214,2710927.279165478
14,0.003956664571083289,2313046.3346714517
14,0.00475041460735845,1745943.1327690238
14,0.005703399551917563,1423327.7851789098
14,0.006847563662848714,1148349.502676957
14,0.008221259564569927,943251.9383694984
14,0.009870533835959136,712688.7626169362
14,0.011850670501474531,535489.9529660319
14,0.014228044163416009,413689.6922311082
14,0.017082344892715387,306092.98371693667
14,0.02050924945706801,229760.87019098972
14,0.024623628426541026,175835.82742279893
14,0.029563396659520607,134029.87584442628
14,0.0354941362381063,100031.92349943805
14,0.042614646814730386,72241.2809015412
14,0.05116360941880182,51634.457002036106
14,0.06142758709559115,36679.52049330912
14,0.0737506305604739,26398.922782387526
14,0.0885458108521064,18750.030799565404
14,0.10630906556152198,13476.54277930085
14,0.1276358227656924,9263.34995202051
14,0.1532409599033448,6129.000280028568
14,0.18398276661879706,4084.5794013155746
14,0.2208917148134356,2699.387148138556
14,0.26520500028308136,1943.411707278235
14,0.3184080137842777,1360.4395275869365
14,0.3822841316484654,919.2948824566233
14,0.4589744949360234,558.6883302681844
14,0.5510497809401385,320.49685060851544
14,0.6615963728365803,262.1277161039726
14,0.7943198159043792,151.18781605245863
14,0.9536690281919291,92.11583610615709
14,1.1449854291964723,20.726001878873753
14,1.3746819853820282,13.951072676835766
