halo_idx,r_scaled,rho_scaled
22,0.0011003054494530783,6875790.107750103
22,0.0013210387147392024,5913264.219489355
22,0.0015860534787928678,5979412.142800744
22,0.001904233092886742,4257088.790176413
22,0.0022862430053776014,4153198.59626361
22,0.002744888269804314,3522459.74908893
22,0.0032955427730067214,2803070.3384185387
22,0.003956664571083289,2328063.987915012
22,0.00475041460735845,1887656.6618639564
22,0.005703399551917563,1479944.648882026
22,0.006847563662848714,1109894.3789397583
22,0.008221259564569927,895854.7049672562
22,0.009870533835959136,682660.3144890408
22,0.011850670501474531,533704.9522473826
22,0.014228044163416009,411846.66269375983
22,0.017082344892715387,307840.10107725894
22,0.02050924945706801,224172.66792561358
22,0.024623628426541026,168352.5919884139
22,0.029563396659520607,121234.30221714659
22,0.0354941362381063,85747.35707502351
22,0.042614646814730386,62375.70997094197
22,0.05116360941880182,45775.320220308146
22,0.06142758709559115,33736.48197321288
22,0.0737506305604739,23760.247034225762
22,0.0885458108521064,16457.14016561729
22,0.10630906556152198,11882.652250116906
22,0.1276358227656924,8587.573863843843
22,0.1532409599033448,6089.465914594119
22,0.18398276661879706,4042.5052528735105
22,0.2208917148134356,2983.3626359786413
22,0.26520500028308136,1850.7314938287616
22,0.3184080137842777,1317.3674905295607
22,0.3822841316484654,827.2577174374902
22,0.4589744949360234,533.3830654288352
22,0.5510497809401385,359.7796789558569
22,0.6615963728365803,263.297462177825
22,0.7943198159043792,187.7421130461456
22,0.9536690281919291,95.49061199082877
22,1.1449854291964723,44.975136571420414
22,1.3746819853820282,18.363757944730626
