halo_idx,r_scaled,rho_scaled
12,0.0011003054494530783,3330104.286895984
12,0.0013210387147392024,3390263.228073654
12,0.0015860534787928678,3917929.080073674
12,0.001904233092886742,4374758.09771175
12,0.0022862430053776014,2969753.7782769063
12,0.002744888269804314,2553549.76504011
12,0.0032955427730067214,2095201.643136413
12,0.003956664571083289,1827912.565160675
12,0.00475041460735845,1550809.7274441589
12,0.005703399551917563,1126090.3356042595
12,0.006847563662848714,952661.5936854962
12,0.008221259564569927,756512.881252659
12,0.009870533835959136,547399.5604743026
12,0.011850670501474531,447666.93845178594
12,0.014228044163416009,357387.31103140675
12,0.017082344892715387,275072.6948667922
12,0.02050924945706801,204414.39180087627
12,0.024623628426541026,151308.16487078206
12,0.029563396659520607,113369.92396268934
12,0.0354941362381063,82636.66683422893
12,0.042614646814730386,61790.33101866952
12,0.05116360941880182,44126.14109849678
12,0.06142758709559115,33611.713279175514
12,0.0737506305604739,24978.23291977359
12,0.0885458108521064,18854.74778161351
12,0.10630906556152198,14265.831160086991
12,0.1276358227656924,11000.205783856918
12,0.1532409599033448,9320.486819274565
12,0.18398276661879706,5673.986773661935
12,0.2208917148134356,3526.1059264407195
12,0.26520500028308136,2195.9601475377704
12,0.3184080137842777,1511.8799150207724
12,0.3822841316484654,1026.8440914142068
12,0.4589744949360234,760.5284222708456
12,0.5510497809401385,435.8284886150799
12,0.6615963728365803,185.51082348970286
12,0.7943198159043792,98.62934330842995
12,0.9536690281919291,56.357345234673744
12,1.1449854291964723,26.962793722463722
12,1.3746819853820282,10.938354856694495
