halo_idx,r_scaled,rho_scaled
5,0.0011003054494530783,9940420.27454873
5,0.0013210387147392024,12146685.23103066
5,0.0015860534787928678,8759656.953866517
5,0.001904233092886742,7859490.382523149
5,0.0022862430053776014,6975554.851904249
5,0.002744888269804314,5573592.465012764
5,0.0032955427730067214,4852033.959939149
5,0.003956664571083289,3970607.0588111966
5,0.00475041460735845,3223763.8385562166
5,0.005703399551917563,2520339.2945976877
5,0.006847563662848714,2020166.0129766688
5,0.008221259564569927,1579831.502767431
5,0.009870533835959136,1239041.9461439664
5,0.011850670501474531,961939.943112741
5,0.014228044163416009,754344.5877190887
5,0.017082344892715387,565824.4155118854
5,0.02050924945706801,429535.3602925591
5,0.024623628426541026,317825.57856244716
5,0.029563396659520607,228652.5283536271
5,0.0354941362381063,167252.2278671428
5,0.042614646814730386,117213.92691851496
5,0.05116360941880182,80717.7861346287
5,0.06142758709559115,55432.611168743795
5,0.0737506305604739,38055.81742400523
5,0.0885458108521064,26587.200398565332
5,0.10630906556152198,18691.97905798494
5,0.1276358227656924,12881.184533093141
5,0.1532409599033448,8392.395153138443
5,0.18398276661879706,5385.427504301568
5,0.2208917148134356,3339.725055274679
5,0.26520500028308136,1953.9807223552546
5,0.3184080137842777,1238.8153685363372
5,0.3822841316484654,811.8298365420308
5,0.4589744949360234,552.1454419204998
5,0.5510497809401385,367.94562831899583
5,0.6615963728365803,194.26667202430565
5,0.7943198159043792,108.77060499408458
5,0.9536690281919291,58.38046158055514
5,1.1449854291964723,27.535512989658077
5,1.3746819853820282,14.768384820824341
