halo_idx,r_scaled,m_scaled
36,0.0011003054494530783,9.711298638332641e-06
36,0.0013210387147392024,3.266527723802797e-05
36,0.0015860534787928678,7.680754377590362e-05
36,0.001904233092886742,0.00014390378891347458
36,0.0022862430053776014,0.00025072807393513365
36,0.002744888269804314,0.00040257747082542584
36,0.0032955427730067214,0.0006259373395070767
36,0.003956664571083289,0.0009172762986570559
36,0.00475041460735845,0.001339276366759147
36,0.005703399551917563,0.0019148915224130453
36,0.006847563662848714,0.002719163618733139
36,0.008221259564569927,0.0038116847155455613
36,0.009870533835959136,0.005353574085713558
36,0.011850670501474531,0.0073978024490825795
36,0.014228044163416009,0.010118290335811854
36,0.017082344892715387,0.013787395530440076
36,0.02050924945706801,0.018613028108360644
36,0.024623628426541026,0.024769991445063536
36,0.029563396659520607,0.03253903035572965
36,0.0354941362381063,0.042362891773733875
36,0.042614646814730386,0.05467593560180891
36,0.05116360941880182,0.06950155724121981
36,0.06142758709559115,0.0877936710718501
36,0.0737506305604739,0.10981404073426936
36,0.0885458108521064,0.1369262208418326
36,0.10630906556152198,0.16865126780260378
36,0.1276358227656924,0.20508232179897795
36,0.1532409599033448,0.24684399590246595
36,0.18398276661879706,0.29842026154798523
36,0.2208917148134356,0.35893930897141274
36,0.26520500028308136,0.42454663545866117
36,0.3184080137842777,0.4970714965350601
36,0.3822841316484654,0.5762450657973939
36,0.4589744949360234,0.6797789862713197
36,0.5510497809401385,0.7701779339142352
36,0.6615963728365803,0.8557618431231991
36,0.7943198159043792,0.9436989765612973
36,0.9536690281919291,1.018772170684928
36,1.1449854291964723,1.0831969258516265
36,1.3746819853820282,1.1305571636201133
