halo_idx,r_scaled,m_scaled
0,0.0011003054494530783,2.834927572865393e-05
0,0.0013210387147392024,7.664804178487913e-05
0,0.0015860534787928678,0.00015592101650759661
0,0.001904233092886742,0.00027771790482329493
0,0.0022862430053776014,0.00043206396156818857
0,0.002744888269804314,0.0006567582210471494
0,0.0032955427730067214,0.0009811999321639663
0,0.003956664571083289,0.0014295384779467527
0,0.00475041460735845,0.0019959990059322634
0,0.005703399551917563,0.0027693042494194345
0,0.006847563662848714,0.00376205388650989
0,0.008221259564569927,0.004974772903791197
0,0.009870533835959136,0.006594881513025012
0,0.011850670501474531,0.008654403896052964
0,0.014228044163416009,0.011300861283981565
0,0.017082344892715387,0.014513779199895676
0,0.02050924945706801,0.018609199569511035
0,0.024623628426541026,0.02380079193396768
0,0.029563396659520607,0.03032217532473322
0,0.0354941362381063,0.038195399178485495
0,0.042614646814730386,0.047644632768115903
0,0.05116360941880182,0.05879744783440338
0,0.06142758709559115,0.07229380302759292
0,0.0737506305604739,0.08878415672968086
0,0.0885458108521064,0.10831418277378557
0,0.10630906556152198,0.1313201450141758
0,0.1276358227656924,0.15780361841061424
0,0.1532409599033448,0.18781762660844525
0,0.18398276661879706,0.22244731688417116
0,0.2208917148134356,0.2629794313639203
0,0.26520500028308136,0.3072195261116599
0,0.3184080137842777,0.3536209906404156
0,0.3822841316484654,0.4060256767980075
0,0.4589744949360234,0.4626045313133499
0,0.5510497809401385,0.5358748093938187
0,0.6615963728365803,0.6688371124539061
0,0.7943198159043792,0.910204945954016
0,0.9536690281919291,1.0178408460566641
0,1.1449854291964723,1.0451553732212222
0,1.3746819853820282,1.0693730045057186
