r_scaled,m_scaled,Q_r,Q_tot
0.001100305449453,1.052168768346552e-05,21894258.087229215,6893171.710634885
0.0013210387147392,2.7777255484348977e-05,51936004.16357882,14989438.197722362
0.0015860534787928,5.302930592466622e-05,72822826.90977138,10260780.956155777
0.0019042330928867,9.238041786082726e-05,28107897.687421102,6417484.057350245
0.0022862430053776,0.0001441471212634,24775699.16048067,4769394.665278224
0.0027448882698043,0.0002232702126431,20081218.724542752,3916704.372035911
0.0032955427730067,0.0003276453544631,12368906.668004543,2300521.2469015084
0.0039566645710832,0.0004873645734981,10091648.97564407,1933221.1218566909
0.0047504146073584,0.0006988504959357,6854172.889445344,1378503.6629062612
0.0057033995519175,0.0010029272699879,4596613.275244331,921501.9330421352
0.0068475636628487,0.0014296869224292,3305043.167091164,636833.4612538706
0.0082212595645699,0.0020338422292138,2279121.417624072,464839.62133793265
0.0098705338359591,0.0028353843969402,1370055.1586832448,301689.7870173983
0.0118506705014745,0.0039081756731464,988698.5095514876,213902.44339628934
0.014228044163416,0.0053751093699751,733229.5537327797,159241.17052237783
0.0170823448927153,0.0073839099825024,533398.3322781993,114467.37914254928
0.020509249457068,0.0100381109175334,361317.64768479764,79755.52177612377
0.024623628426541,0.0135496189650132,256842.18999796832,58414.41065078345
0.0295633966595206,0.0183504546212248,187984.52328696728,44366.03282276256
0.0354941362381063,0.0249229320495784,137675.2596336162,33265.23762309823
0.0426146468147303,0.0340031485204091,103383.22417681233,25119.717447905336
0.0511636094188018,0.0463192048214129,79473.60362478803,19834.659538044845
0.0614275870955911,0.0625505915431878,57110.12926596331,14781.910035644629
0.0737506305604739,0.0834496093551017,42967.9032983191,11538.154518949166
0.0885458108521064,0.1090663414905279,32709.938555743658,8772.401611648433
0.1063090655615219,0.1405228207240311,23188.457521660323,6332.508268353393
0.1276358227656924,0.1780595728360553,16358.610135975428,4379.685299879557
0.1532409599033448,0.2232702126431383,12266.775637261686,3326.9221499341725
0.183982766618797,0.2756393878825439,8509.266120956043,2400.123429873429
0.2208917148134356,0.3339143864186787,6453.106444017427,1836.477916559684
0.2652050002830813,0.3970232587103512,4668.161555009874,1275.8511362039735
0.3184080137842777,0.4681911124662974,3367.3449237095765,870.9819337707562
0.3822841316484654,0.5434125516191755,2217.7280174241155,578.6158974834977
0.4589744949360234,0.6341410645136986,2103.5234298353516,482.7319677167733
0.5510497809401385,0.7448445806077737,1615.6597301121074,367.7130118983158
0.6615963728365803,0.8398813037411688,959.347899601796,222.51398750176617
0.7943198159043792,0.9357639705643144,570.6043522717305,134.05562619897003
0.9536690281919292,1.0215416085362596,348.8663450286231,71.41788431118192
1.1449854291964725,1.0986544262671176,277.06307254175545,83.10942679794367
1.3746819853820282,1.1654475727180325,250.98432066018108,70.11381001689293
