r_scaled,m_scaled,Q_r,Q_tot
0.001100305449453,1.2099765276682092e-05,95558279.19186112,20809394.54197868
0.0013210387147392,2.646823654274208e-05,105689265.92996249,15744867.095986536
0.0015860534787928,5.898635572382521e-05,125739563.36475205,20687964.944900576
0.0019042330928867,0.0001124269856958,116964760.53321108,20329765.614111476
0.0022862430053776,0.000183261028253,76367482.96884441,14690089.087301385
0.0027448882698043,0.0002838403271155,58822720.74804064,11717603.288894042
0.0032955427730067,0.000430297902652,34579161.87965623,7656514.836544047
0.0039566645710832,0.0006357418339123,22526774.36465116,4791436.010561097
0.0047504146073584,0.0009047095328752,16212893.84803599,3282260.110531864
0.0057033995519175,0.0012593839025479,9160367.793507287,2095813.9286889331
0.0068475636628487,0.0017196791399484,6586527.301973546,1262844.6649265194
0.0082212595645699,0.0023284485804315,4576390.683426484,894881.1475300537
0.0098705338359591,0.0031444265012777,3057421.061320072,639425.0734726238
0.0118506705014745,0.0042248347091081,1896506.6775773207,404818.95597183215
0.014228044163416,0.0056523549333133,1354570.8058122126,288319.4817568212
0.0170823448927153,0.0075580679643908,969238.9883688485,199482.94496725273
0.020509249457068,0.0099951623538692,654930.0761695734,140740.378633969
0.024623628426541,0.0131390846982604,409122.5471256569,91241.23737730195
0.0295633966595206,0.017327115954652,295021.47390307114,65779.70337753351
0.0354941362381063,0.022583203575154,201477.21981753845,45491.637727244895
0.0426146468147303,0.0293560471887768,144553.76184857867,32214.446202813102
0.0511636094188018,0.0378586530800786,95477.57025159235,22096.34446627514
0.0614275870955911,0.0483925070672035,62602.18822452037,14466.398109051694
0.0737506305604739,0.0616215837697092,41975.959633557904,9663.09113212452
0.0885458108521064,0.0786371307684867,30054.159828535292,7021.739816368814
0.1063090655615219,0.1014212408629223,23938.818846026083,5734.230025825517
0.1276358227656924,0.1315022656545271,18230.825807126446,4555.596991646762
0.1532409599033448,0.1683407572747155,12940.57687514903,3350.4567350001616
0.183982766618797,0.212573465871173,10316.285190562963,2502.556243082498
0.2208917148134356,0.2645991795411436,7273.421672609607,1847.962786148951
0.2652050002830813,0.3279966559436493,5163.0691027206085,1402.7170607888013
0.3184080137842777,0.396827683190715,3320.2124897341932,859.5939827345967
0.3822841316484654,0.4714023177675557,2372.1678956362125,584.4730686272754
0.4589744949360234,0.5561228576073376,1682.691884919864,429.5809329719691
0.5510497809401385,0.6554609222151245,1346.9707879636323,326.8295230845346
0.6615963728365803,0.7879800723097795,1251.7005472591688,346.4270134055298
0.7943198159043792,0.9096931236985842,728.4052284346951,205.19674720849446
0.9536690281919292,1.0316385914120787,437.0823674333669,130.4580107228053
1.1449854291964725,1.1303820029722054,392.7588864722546,114.85797085093935
1.3746819853820282,1.2155116661254053,252.2121253093916,67.99927790744285
