halo_idx,r_scaled,m_scaled
30,0.0011003054494530783,4.161478470652646e-06
30,0.0013210387147392024,9.77042771370621e-06
30,0.0015860534787928678,1.8998053887762074e-05
30,0.001904233092886742,4.034824778067565e-05
30,0.0022862430053776014,7.201167092694577e-05
30,0.002744888269804314,0.00012140661103512717
30,0.0032955427730067214,0.00018419065578801708
30,0.003956664571083289,0.0002891322867870838
30,0.00475041460735845,0.000435688702492677
30,0.005703399551917563,0.0006502762445011135
30,0.006847563662848714,0.000951712032853605
30,0.008221259564569927,0.0014139980107891487
30,0.009870533835959136,0.0020315252290646914
30,0.011850670501474531,0.0029318520494980636
30,0.014228044163416009,0.004171067964519801
30,0.017082344892715387,0.005843620442029064
30,0.02050924945706801,0.00816663009788599
30,0.024623628426541026,0.011307641673995986
30,0.029563396659520607,0.015486489793917443
30,0.0354941362381063,0.021022341762964764
30,0.042614646814730386,0.028145526367796242
30,0.05116360941880182,0.03726205916007034
30,0.06142758709559115,0.04885213856853106
30,0.0737506305604739,0.06349855251291632
30,0.0885458108521064,0.08200880875037928
30,0.10630906556152198,0.10466552594923123
30,0.1276358227656924,0.13307593946837684
30,0.1532409599033448,0.16743799093594192
30,0.18398276661879706,0.20910054217795762
30,0.2208917148134356,0.2568135212486091
30,0.26520500028308136,0.3148612607003567
30,0.3184080137842777,0.3833695095565526
30,0.3822841316484654,0.46191180674087823
30,0.4589744949360234,0.5500794226939768
30,0.5510497809401385,0.6538037307734543
30,0.6615963728365803,0.7823863590966056
30,0.7943198159043792,0.9161804250019399
30,0.9536690281919291,1.0288213339732537
30,1.1449854291964723,1.1239337337584854
30,1.3746819853820282,1.192179085735644
