halo_idx,r_scaled,m_scaled
79,0.0011003054494530783,1.7362182612934423e-06
79,0.0013210387147392024,6.076763914527049e-06
79,0.0015860534787928678,1.1068391415745694e-05
79,0.001904233092886742,2.235381011415307e-05
79,0.0022862430053776014,4.08011291403959e-05
79,0.002744888269804314,6.988278501706106e-05
79,0.0032955427730067214,0.00010851364133084016
79,0.003956664571083289,0.00017340479884668257
79,0.00475041460735845,0.0002688968032178219
79,0.005703399551917563,0.0004017175002067702
79,0.006847563662848714,0.0005998634092768844
79,0.008221259564569927,0.0008917651044568442
79,0.009870533835959136,0.0012967380139035397
79,0.011850670501474531,0.0019083208964441548
79,0.014228044163416009,0.0027807705727441096
79,0.017082344892715387,0.004028243393483448
79,0.02050924945706801,0.005816765229898355
79,0.024623628426541026,0.008345350100189592
79,0.029563396659520607,0.011813446077123244
79,0.0354941362381063,0.016588480350245537
79,0.042614646814730386,0.0232201830265385
79,0.05116360941880182,0.03217407762731145
79,0.06142758709559115,0.04411708899218371
79,0.0737506305604739,0.05948565898658794
79,0.0885458108521064,0.07877808225151535
79,0.10630906556152198,0.10278585728683308
79,0.1276358227656924,0.12989777354606086
79,0.1532409599033448,0.1620134708343363
79,0.18398276661879706,0.20009806947765593
79,0.2208917148134356,0.24716369113208123
79,0.26520500028308136,0.3043757723055054
79,0.3184080137842777,0.3717536284260853
79,0.3822841316484654,0.45362196215542033
79,0.4589744949360234,0.5455805453375449
79,0.5510497809401385,0.6613741498379884
79,0.6615963728365803,0.7828087274693742
79,0.7943198159043792,0.9121124973427901
79,0.9536690281919291,1.0221270993605185
79,1.1449854291964723,1.0875504077734475
79,1.3746819853820282,1.1433815443472954
