halo_idx,r_scaled,m_scaled
19,0.0011003054494530783,2.919216075706169e-06
19,0.0013210387147392024,6.385785165607245e-06
19,0.0015860534787928678,1.605568841638393e-05
19,0.001904233092886742,3.083421979964641e-05
19,0.0022862430053776014,4.9444222282273245e-05
19,0.002744888269804314,7.827148102987165e-05
19,0.0032955427730067214,0.00013045246838311943
19,0.003956664571083289,0.00020343287027577365
19,0.00475041460735845,0.00030286866785451505
19,0.005703399551917563,0.00045047153068240826
19,0.006847563662848714,0.0006599252841143258
19,0.008221259564569927,0.000952759146708601
19,0.009870533835959136,0.0013601722402743432
19,0.011850670501474531,0.0019243107469045604
19,0.014228044163416009,0.002695713594909916
19,0.017082344892715387,0.003783486485119927
19,0.02050924945706801,0.005259697564403591
19,0.024623628426541026,0.007239655867751301
19,0.029563396659520607,0.00990362298783791
19,0.0354941362381063,0.013471269934360312
19,0.042614646814730386,0.018480097367257906
19,0.05116360941880182,0.025412323292036403
19,0.06142758709559115,0.03455603784516705
19,0.0737506305604739,0.0465620437605276
19,0.0885458108521064,0.061958719147820855
19,0.10630906556152198,0.08122390318843899
19,0.1276358227656924,0.1058110005860742
19,0.1532409599033448,0.13719676977302434
19,0.18398276661879706,0.17481561263462136
19,0.2208917148134356,0.21929607288216574
19,0.26520500028308136,0.28324624474663235
19,0.3184080137842777,0.3585204206707727
19,0.3822841316484654,0.4460171718528901
19,0.4589744949360234,0.5479525481964549
19,0.5510497809401385,0.6653674326834611
19,0.6615963728365803,0.7878674091233426
19,0.7943198159043792,0.9110398999666651
19,0.9536690281919291,1.0258107044931004
19,1.1449854291964723,1.11173199124936
19,1.3746819853820282,1.1668017253605238
