m_scaled,slope_Q_r,slope_Q_tot
1.1382950904365256e-05,0.33815008109907885,-0.2585334947936888
3.0670728825650835e-05,0.2614555406813245,-0.30968638934855114
6.229003689333211e-05,-0.25409200336506993,-0.5307069683880061
0.0001078218405107,-0.3809719591883165,-0.6939786665527388
0.0001856053383572,-0.5924354742026927,-0.8628814175976736
0.0003035453574497,-0.8003358926315471,-1.0102835778759955
0.0004629066701108,-0.9873110267866905,-1.0564976015196432
0.000687719950472,-1.0989003679165363,-1.0954278167122726
0.0010238331952315,-1.2195003092932066,-1.160247657115566
0.0014386785170794,-1.2952977004356856,-1.2177014962360733
0.0020429234942528,-1.318763984460749,-1.2619415562804837
0.0028229718242825,-1.3197820017216069,-1.2858489022150312
0.0038837996099532,-1.3205056322942794,-1.289641805028395
0.0052630338278655,-1.3101931916723428,-1.2869947044505572
0.0070719744424175,-1.284849999137832,-1.2668903435062049
0.0095373318924547,-1.2485820323904644,-1.2350271702858784
0.0128026578366041,-1.2106508211167886,-1.1973485703762965
0.0173308589449767,-1.178398144391799,-1.160451940261622
0.0233467484979338,-1.1494999553685052,-1.12980790635896
0.0311500775359568,-1.1308398948438574,-1.1101597186520862
0.0412590865182752,-1.1200170182477283,-1.1001785799831778
0.0541003199107219,-1.1158936602735012,-1.098963362403336
0.0699153492269341,-1.1160633440312764,-1.1039625089161214
0.0888575281110399,-1.1159848335242915,-1.1101772343335061
0.11090377446815,-1.1142088943843866,-1.114428030344805
0.1367784866460949,-1.1095445040393386,-1.1141271278361071
0.1688376192889976,-1.1038930301816507,-1.1098235083159564
0.2111274952502793,-1.1003639688489766,-1.103149802998232
0.266037269447534,-1.0997976092252792,-1.0932727617365732
0.3271662453486208,-1.1018676337921494,-1.0783815237876322
0.4011608015093665,-1.1062715132191376,-1.0593771570753656
0.469882205663665,-1.1067384998608463,-1.0362323367282915
0.5329842263881751,-1.107397946603881,-1.011432594944809
0.6021707505641493,-1.1127554004434486,-0.9887814091880466
0.6845118554755207,-1.1229387607357415,-0.9673353877342641
0.787026078934073,-1.135427131003821,-0.9448009389978431
0.9040497704787226,-1.147009124230573,-0.9180543688336745
1.023566644464509,-1.1654639126878457,-0.8912135743520216
1.094425197651102,-1.1885433508041157,-0.8644661776858544
1.1552212222382363,-1.2075050241742127,-0.8356703380405118
