halo_idx,r_scaled,sigma_rad_scaled,sigma_tan_scaled,sigma_total_scaled,beta
21,0.0011003054494530783,0.23618456287389428,0.42046759088403446,0.48226149259311224,-0.58464503
21,0.0013210387147392024,0.37049558535414573,0.3697928852316065,0.523463229622168,0.50189483
21,0.0015860534787928678,0.33443645355481777,0.417627545509938,0.5350331893552976,0.22031158
21,0.001904233092886742,0.38719773736590346,0.47384741665056485,0.6119260284104678,0.25117314
21,0.0022862430053776014,0.41630082792879225,0.5412108862347652,0.6827998019263275,0.15493816
21,0.002744888269804314,0.3729974471948068,0.5400362167298592,0.6563278647093954,-0.048103213
21,0.0032955427730067214,0.5000302283103671,0.5729195566953171,0.7604387653256441,0.34360576
21,0.003956664571083289,0.3988394799959757,0.5423547916409813,0.6732174181906403,0.07542813
21,0.00475041460735845,0.43214402225090076,0.6325394937472987,0.7660644175452915,-0.071243644
21,0.005703399551917563,0.4553098633188338,0.6407608509687335,0.786054435129047,0.009743214
21,0.006847563662848714,0.50496435296595,0.7034694149082977,0.8659435454751164,0.02962637
21,0.008221259564569927,0.5195286849715411,0.7006286099268263,0.872233031239946,0.0906592
21,0.009870533835959136,0.5184305142593646,0.7314605668753371,0.8965516081498301,0.0046616793
21,0.011850670501474531,0.5732188420010883,0.7686893674310186,0.9588864452608681,0.10085273
21,0.014228044163416009,0.5680177470034814,0.7824531998645323,0.9668904281718084,0.051225662
21,0.017082344892715387,0.6179245845506519,0.8347250116733178,1.038555079566328,0.08759862
21,0.02050924945706801,0.621312306842162,0.841536537606653,1.0460462641984924,0.08273244
21,0.024623628426541026,0.6717005455632727,0.9057374135351248,1.1276266403651187,0.090875804
21,0.029563396659520607,0.6888114612937313,0.9332584318376206,1.1599278045782127,0.08214706
21,0.0354941362381063,0.7203180128919043,0.9666012709643712,1.2054775342220754,0.09964001
21,0.042614646814730386,0.7604957991793878,1.001508521480045,1.2575265911681264,0.13286716
21,0.05116360941880182,0.7958343167822481,1.0331455356448835,1.3041249587932509,0.15734911
21,0.06142758709559115,0.8119446396979172,1.0688911395001581,1.342304851083114,0.13346899
21,0.0737506305604739,0.8373724332772235,1.090868606480127,1.3752043327052916,0.1514498
21,0.0885458108521064,0.8503723538938917,1.078469408695897,1.3734006449932268,0.19579387
21,0.10630906556152198,0.8576069178345171,1.1081543585080769,1.4012478513626936,0.16517782
21,0.1276358227656924,0.8612599963023794,1.1077740484156333,1.4031863693838305,0.17281276
21,0.1532409599033448,0.8592170322671726,1.114069674340078,1.4069133829695313,0.15940082
21,0.18398276661879706,0.8862726644512188,1.1429160176101987,1.4462835800161034,0.16849679
21,0.2208917148134356,0.9056358160487114,1.065532915295046,1.3984050207615553,0.30785584
21,0.26520500028308136,0.8937952461882188,0.9795301049908572,1.326027604446777,0.39947718
21,0.3184080137842777,0.7926313056841053,0.9285447515723397,1.220843885014494,0.31382757
21,0.3822841316484654,0.7448234532160517,0.9034936599504455,1.1709238809394893,0.2642783
21,0.4589744949360234,0.7188842539714906,0.8527479626587573,1.115335686631834,0.29645246
21,0.5510497809401385,0.6919253451265345,0.7817306233490126,1.0439652564939186,0.36178678
21,0.6615963728365803,0.6845475318950968,0.7065246823719927,0.9837593456526976,0.46738005
21,0.7943198159043792,0.7266638362037171,0.7487662585968823,1.0434036534412956,0.4691211
21,0.9536690281919291,0.7603011497895303,0.690340740841558,1.0269508742007065,0.58778316
21,1.1449854291964723,0.5384771225925616,0.5350879443869161,0.7591289490085933,0.5062742
21,1.3746819853820282,0.43148436654628125,0.45147409927727117,0.6245058861487313,0.45259905
