halo_idx,r_scaled,m_scaled
21,0.0011003054494530783,2.4062031599266417e-05
21,0.0013210387147392024,6.0155078998166044e-05
21,0.0015860534787928678,0.00012778889754745543
21,0.001904233092886742,0.0002347673893874372
21,0.0022862430053776014,0.00038596799335580053
21,0.002744888269804314,0.0006018759525708397
21,0.0032955427730067214,0.0009335417935337012
21,0.003956664571083289,0.001397873970881707
21,0.00475041460735845,0.002055027563613024
21,0.005703399551917563,0.002918009075294822
21,0.006847563662848714,0.004147123662392485
21,0.008221259564569927,0.00573911969901422
21,0.009870533835959136,0.007807153766194414
21,0.011850670501474531,0.010482266387372317
21,0.014228044163416009,0.013955978327574522
21,0.017082344892715387,0.018544672786072462
21,0.02050924945706801,0.024350450815868434
21,0.024623628426541026,0.03183081617993768
21,0.029563396659520607,0.04144880040527148
21,0.0354941362381063,0.05362939099592715
21,0.042614646814730386,0.06880375354515643
21,0.05116360941880182,0.08749637530930546
21,0.06142758709559115,0.11016053293769017
21,0.0737506305604739,0.13672599131104782
21,0.0885458108521064,0.16773739776625374
21,0.10630906556152198,0.203038999423091
21,0.1276358227656924,0.24527534361935469
21,0.1532409599033448,0.29409557992132035
21,0.18398276661879706,0.34737314499575556
21,0.2208917148134356,0.40325786371023015
21,0.26520500028308136,0.4637602163536397
21,0.3184080137842777,0.5277824540249149
21,0.3822841316484654,0.5990528909715852
21,0.4589744949360234,0.6814325077775656
21,0.5510497809401385,0.7653982676935625
21,0.6615963728365803,0.8581879647921173
21,0.7943198159043792,0.9395459207428964
21,0.9536690281919291,1.0185562027998012
21,1.1449854291964723,1.068562957389682
21,1.3746819853820282,1.1225971758091373
