r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-0.7694523247499994,-1.2735457239415076
0.0013210387147392,-0.8089155003941666,-1.3028272974821944
0.0015860534787928,-1.1801170274320496,-1.3789192253646114
0.0019042330928867,-1.2297429488096019,-1.4377914966435994
0.0022862430053776,-1.303957421568036,-1.5228977591582793
0.0027448882698043,-1.533416661765466,-1.6769200369909116
0.0032955427730067,-1.6229187196538464,-1.7125019387968168
0.0039566645710832,-1.7265025145793347,-1.773227847457047
0.0047504146073584,-1.8020219947040355,-1.8115224392280416
0.0057033995519175,-1.8775618218512333,-1.8679227262117717
0.0068475636628487,-1.943815013367837,-1.9066158476703505
0.0082212595645699,-1.996144303066604,-1.9376650664091792
0.0098705338359591,-2.0228448619083235,-1.963915089202581
0.0118506705014745,-2.0276764991871064,-1.9726255148174958
0.014228044163416,-2.036154436154876,-1.9734448805803217
0.0170823448927153,-2.0297357240898624,-1.9644183126352806
0.020509249457068,-2.0173496221389597,-1.9479260373539242
0.024623628426541,-2.002417947329818,-1.9288240437789659
0.0295633966595206,-1.9859253661366225,-1.9101750320360706
0.0354941362381063,-1.969323783456729,-1.8923065244738546
0.0426146468147303,-1.9528061753818884,-1.87507823899051
0.0511636094188018,-1.9388182844665305,-1.8592526854383657
0.0614275870955911,-1.9271661694173245,-1.844813806708693
0.0737506305604739,-1.9186941807984814,-1.8323489244708555
0.0885458108521064,-1.9139191888540266,-1.8228027722862925
0.1063090655615219,-1.9107194709755786,-1.8156027272525994
0.1276358227656924,-1.9073354092191321,-1.8084575269369132
0.1532409599033448,-1.9009351578469573,-1.7976544855846013
0.183982766618797,-1.8871558286181473,-1.7782116124960883
0.2208917148134356,-1.8631916284497434,-1.7489998352395195
0.2652050002830813,-1.8268455110433064,-1.7095047851513434
0.3184080137842777,-1.775870734368663,-1.6594523259483978
0.3822841316484654,-1.710133920768208,-1.5995338130285819
0.4589744949360234,-1.6306937159892185,-1.5311799810443805
0.5510497809401385,-1.5439089287818746,-1.458354255831868
0.6615963728365803,-1.4528972019612878,-1.382525322888701
0.7943198159043792,-1.3599405652310557,-1.3060906879374756
0.9536690281919292,-1.2675780314439855,-1.2299447017033711
1.1449854291964725,-1.17225367866527,-1.1502889216304006
1.3746819853820282,-1.0686433270536135,-1.0618412474839556
