r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-1.7901817045203032,-1.8037041834269663
0.0013210387147392,-1.7839491278654733,-1.7903261688848202
0.0015860534787928,-2.057349992484514,-2.0164046323677454
0.0019042330928867,-1.8297130555848418,-1.9040411562880584
0.0022862430053776,-1.931562673740103,-1.9608423008058777
0.0027448882698043,-2.1358371117762056,-2.0913727857039923
0.0032955427730067,-2.1195431212738356,-2.1002744710026535
0.0039566645710832,-2.136872348660094,-2.0873062301739904
0.0047504146073584,-2.1689512474280903,-2.103940254325205
0.0057033995519175,-2.1408573296886813,-2.093983153826552
0.0068475636628487,-2.1346126254078213,-2.088911267368008
0.0082212595645699,-2.1152555455903466,-2.076295050707823
0.0098705338359591,-2.094954411871294,-2.0537219483192724
0.0118506705014745,-2.073645210574078,-2.025112044524916
0.014228044163416,-2.0542909666725806,-1.9990903637369903
0.0170823448927153,-2.0323770183654437,-1.9729690107821711
0.020509249457068,-2.0087452693042698,-1.9428700957312413
0.024623628426541,-1.9913370535542876,-1.9190383066016363
0.0295633966595206,-1.979507452654607,-1.9002750031623012
0.0354941362381063,-1.973299953105926,-1.886371037535792
0.0426146468147303,-1.9663978428326356,-1.872763982797823
0.0511636094188018,-1.9593790973278562,-1.8599362065513478
0.0614275870955911,-1.9512386359198526,-1.8471299052586896
0.0737506305604739,-1.9438750463285985,-1.8336776501213792
0.0885458108521064,-1.9313502885992433,-1.8164986172374875
0.1063090655615219,-1.9142285229603515,-1.7992441692167707
0.1276358227656924,-1.89467357821428,-1.7836454270764701
0.1532409599033448,-1.873967659537362,-1.7699203867921127
0.183982766618797,-1.8531058829084586,-1.758121650889891
0.2208917148134356,-1.8309630793853855,-1.7475964035647213
0.2652050002830813,-1.8074604446486473,-1.7386865138378658
0.3184080137842777,-1.782083138343744,-1.7310892124473107
0.3822841316484654,-1.7544670017297572,-1.7242658005839944
0.4589744949360234,-1.7230799326102577,-1.7158671456314085
0.5510497809401385,-1.6869428901579577,-1.7047206293494255
0.6615963728365803,-1.6468052074786286,-1.6917901342673753
0.7943198159043792,-1.6029246155353922,-1.6767349908483544
0.9536690281919292,-1.5564717577408111,-1.658815810340476
1.1449854291964725,-1.5124739134474443,-1.6424506027756758
1.3746819853820282,-1.4765034354596593,-1.6289360867706655
