r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-1.8536499541007538,-1.5809849322891223
0.0013210387147392,-1.8448349465946774,-1.5676317550462686
0.0015860534787928,-1.835992742841036,-1.669849789183214
0.0019042330928867,-1.832991074438295,-1.700395284152628
0.0022862430053776,-1.835099580960257,-1.757829837926638
0.0027448882698043,-2.0107697842315724,-1.8630364292437318
0.0032955427730067,-1.998403930522152,-1.9055104892706765
0.0039566645710832,-1.9715267970807853,-1.9177678639081326
0.0047504146073584,-1.9817304339728579,-1.924165213694001
0.0057033995519175,-2.0160758316735796,-1.9429193059849281
0.0068475636628487,-2.0226698265481,-1.960496261795245
0.0082212595645699,-2.0166991268573806,-1.9553537588727907
0.0098705338359591,-2.0185568188641776,-1.9525508205583466
0.0118506705014745,-2.0139948984857172,-1.9469415347705485
0.014228044163416,-2.009046151644318,-1.942508136232339
0.0170823448927153,-2.002478726165153,-1.9361819234281907
0.020509249457068,-1.9926748543118995,-1.9248601514649861
0.024623628426541,-1.978920010523471,-1.9132901753020652
0.0295633966595206,-1.9623965418640075,-1.8997969072392165
0.0354941362381063,-1.945311860823741,-1.8859415011629581
0.0426146468147303,-1.9294701418669216,-1.875301558310896
0.0511636094188018,-1.9160962447523118,-1.8690421367878454
0.0614275870955911,-1.9047032617046953,-1.869388915964831
0.0737506305604739,-1.894836738577227,-1.8757072136778503
0.0885458108521064,-1.8880397843319803,-1.8897792902604187
0.1063090655615219,-1.8841414690794451,-1.911135134733584
0.1276358227656924,-1.8836962848610708,-1.940766957935467
0.1532409599033448,-1.88684227827707,-1.9777734011926207
0.183982766618797,-1.8940464754937962,-2.0214303267114264
0.2208917148134356,-1.906248893798864,-2.070461348364356
0.2652050002830813,-1.9259226432382555,-2.1242494805038126
0.3184080137842777,-1.9541943805390347,-2.1815981781137355
0.3822841316484654,-1.9906813289003846,-2.2411921991852486
0.4589744949360234,-2.0348071517268407,-2.3018215690345
0.5510497809401385,-2.085580620003327,-2.3630437661453985
0.6615963728365803,-2.1402830973806264,-2.4242454410882006
0.7943198159043792,-2.1959105189738155,-2.4850469237244663
0.9536690281919292,-2.2508169947443757,-2.547807859640666
1.1449854291964725,-2.2986227980916434,-2.61049516587575
1.3746819853820282,-2.3354607749484804,-2.6736436814590268
