halo_idx,r_scaled,rho_scaled
12,0.0011003054494530783,4895837.563019713
12,0.0013210387147392024,4734105.456714375
12,0.0015860534787928678,4069837.4322918034
12,0.001904233092886742,3527454.954333015
12,0.0022862430053776014,2806752.273717636
12,0.002744888269804314,2374778.2576857926
12,0.0032955427730067214,1866781.853800516
12,0.003956664571083289,1626592.9609455473
12,0.00475041460735845,1247792.0847376427
12,0.005703399551917563,1030922.6663733417
12,0.006847563662848714,843166.657619695
12,0.008221259564569927,687444.3201907612
12,0.009870533835959136,528011.4364319216
12,0.011850670501474531,407301.13346067554
12,0.014228044163416009,322406.52379947
12,0.017082344892715387,254808.06946185
12,0.02050924945706801,194521.49977386234
12,0.024623628426541026,148789.02622017273
12,0.029563396659520607,117524.44080830146
12,0.0354941362381063,92966.9283237749
12,0.042614646814730386,74212.1188695252
12,0.05116360941880182,58161.5577829007
12,0.06142758709559115,44292.09228633548
12,0.0737506305604739,32947.85304267922
12,0.0885458108521064,23340.143323528835
12,0.10630906556152198,16562.88019079935
12,0.1276358227656924,11415.614436235313
12,0.1532409599033448,7947.526966452224
12,0.18398276661879706,5318.734768268231
12,0.2208917148134356,3419.3567037976
12,0.26520500028308136,2140.1063651020672
12,0.3184080137842777,1394.3005181373258
12,0.3822841316484654,851.6310724707442
12,0.4589744949360234,593.5187612371562
12,0.5510497809401385,418.45142177069096
12,0.6615963728365803,207.56767619947328
12,0.7943198159043792,121.01089509050772
12,0.9536690281919291,62.55160937144257
12,1.1449854291964723,32.491174449140026
12,1.3746819853820282,16.26250072353267
