halo_idx,r_scaled,rho_scaled
22,0.0011003054494530783,8662968.773277156
22,0.0013210387147392024,7074642.624653652
22,0.0015860534787928678,6054683.543915661
22,0.001904233092886742,5882864.956846357
22,0.0022862430053776014,5047358.758870306
22,0.002744888269804314,4478862.755158467
22,0.0032955427730067214,3705712.1786340303
22,0.003956664571083289,2960968.7913434803
22,0.00475041460735845,2419960.629088076
22,0.005703399551917563,1997102.559498764
22,0.006847563662848714,1545012.7736737924
22,0.008221259564569927,1227795.0710955202
22,0.009870533835959136,939527.2898634933
22,0.011850670501474531,732867.337010118
22,0.014228044163416009,563161.1348332555
22,0.017082344892715387,414057.94380858116
22,0.02050924945706801,316926.79739795753
22,0.024623628426541026,237088.97978100815
22,0.029563396659520607,174648.44911377536
22,0.0354941362381063,129416.70012847186
22,0.042614646814730386,95220.7440685375
22,0.05116360941880182,68867.56333000214
22,0.06142758709559115,49791.671273328764
22,0.0737506305604739,34962.29814807262
22,0.0885458108521064,24042.680699251392
22,0.10630906556152198,16528.60232086826
22,0.1276358227656924,11561.648472019342
22,0.1532409599033448,8121.345254389259
22,0.18398276661879706,5515.561687087623
22,0.2208917148134356,3616.071783893991
22,0.26520500028308136,2346.2733500656605
22,0.3184080137842777,1517.0167530674605
22,0.3822841316484654,901.1913477276179
22,0.4589744949360234,593.4254659943198
22,0.5510497809401385,318.62770399831356
22,0.6615963728365803,160.8974093499693
22,0.7943198159043792,108.76362059089858
22,0.9536690281919291,72.15331895230094
22,1.1449854291964723,37.90801939129394
22,1.3746819853820282,16.41209822275859
