halo_idx,r_scaled,rho_scaled
36,0.0011003054494530783,4749842.453278515
36,0.0013210387147392024,5557729.276258291
36,0.0015860534787928678,4519707.981899538
36,0.001904233092886742,4238092.27832076
36,0.0022862430053776014,3521060.379095415
36,0.002744888269804314,3166542.5813004994
36,0.0032955427730067214,2360040.2180083455
36,0.003956664571083289,2122131.6680160197
36,0.00475041460735845,1637900.2034234498
36,0.005703399551917563,1371872.2069706263
36,0.006847563662848714,1008975.73396481
36,0.008221259564569927,821277.154610198
36,0.009870533835959136,640027.0232158792
36,0.011850670501474531,470758.92657407577
36,0.014228044163416009,375646.62667456164
36,0.017082344892715387,281253.0859979698
36,0.02050924945706801,215633.89337615122
36,0.024623628426541026,161542.67067428672
36,0.029563396659520607,122679.51744776125
36,0.0354941362381063,93137.27641702752
36,0.042614646814730386,67491.05876325826
36,0.05116360941880182,49112.41596679236
36,0.06142758709559115,36272.71603224263
36,0.0737506305604739,25778.257862063583
36,0.0885458108521064,18685.321557324925
36,0.10630906556152198,13151.869970746187
36,0.1276358227656924,9187.334659779463
36,0.1532409599033448,6466.0376552790785
36,0.18398276661879706,4362.032657974409
36,0.2208917148134356,3131.04236834201
36,0.26520500028308136,2350.261721666218
36,0.3184080137842777,1589.899008665901
36,0.3822841316484654,991.0442639633079
36,0.4589744949360234,615.8111914701874
36,0.5510497809401385,373.54600227344963
36,0.6615963728365803,231.86808947758416
36,0.7943198159043792,121.15683949688098
36,0.9536690281919291,74.70583846680958
36,1.1449854291964723,28.6696388759359
36,1.3746819853820282,16.808319683950682
