halo_idx,r_scaled,sigma_rad_scaled,sigma_tan_scaled,sigma_total_scaled,beta
17,0.0011003054494530783,0.4003071771511374,0.8660083980519215,0.9540525822735224,-1.3400624
17,0.0013210387147392024,0.6089820558320679,0.7814284102554941,0.9907014878036583,0.17673546
17,0.0015860534787928678,0.4863589364534476,0.8354125333088184,0.9666742599487897,-0.47522473
17,0.001904233092886742,0.6218489819313507,0.7615633503461836,0.9831962491820586,0.2500847
17,0.0022862430053776014,0.6373753674555177,0.858718313724914,1.0694131203625026,0.092428446
17,0.002744888269804314,0.6416612210242874,0.8966981040326254,1.1026316697540781,0.023547947
17,0.0032955427730067214,0.6740362606886605,0.9196850240359288,1.1402392169090447,0.06914574
17,0.003956664571083289,0.6966553080559406,0.9482918041832353,1.1766843314880637,0.07355827
17,0.00475041460735845,0.7238112015236965,1.013691279860807,1.2455812819538439,0.019312084
17,0.005703399551917563,0.735758883084593,1.0045043288408215,1.2451386110459337,0.06802857
17,0.006847563662848714,0.8033260101840013,1.069870276411546,1.3378920894706408,0.11315328
17,0.008221259564569927,0.8205924857227596,1.0811579475115796,1.3573041765397698,0.13205296
17,0.009870533835959136,0.8372329159591745,1.097496812094228,1.3803833768818448,0.14082044
17,0.011850670501474531,0.8820018669416844,1.128879244975251,1.4325835798814588,0.18092066
17,0.014228044163416009,0.8967699053787603,1.1290427023006258,1.4418508235372092,0.20744628
17,0.017082344892715387,0.9245923026465078,1.1533332850059266,1.478191045714918,0.22200096
17,0.02050924945706801,0.9282789583727933,1.1578221802943751,1.4839993375655605,0.22214848
17,0.024623628426541026,0.93934722953342,1.1861221501678496,1.5130298080910163,0.20278311
17,0.029563396659520607,0.9573689303616112,1.1812566412099352,1.5205007693743307,0.23879814
17,0.0354941362381063,0.9644700834943541,1.1858021034719473,1.5285055580571698,0.24418259
17,0.042614646814730386,0.9678161510961475,1.187851376326591,1.532207260848167,0.24680316
17,0.05116360941880182,0.9851202130787086,1.1829929850673369,1.539459071935887,0.2789657
17,0.06142758709559115,0.9727204327809748,1.1568183350394559,1.5114277015329103,0.29282928
17,0.0737506305604739,0.9464882792402327,1.1164361341260234,1.4636494624799563,0.30432355
17,0.0885458108521064,0.9310573582884486,1.0911606866955643,1.434398593039843,0.31325656
17,0.10630906556152198,0.9048153398671072,1.0702141736415556,1.4014453964492009,0.3004939
17,0.1276358227656924,0.8979150431956824,1.0649355884175293,1.3929606001584616,0.29669094
17,0.1532409599033448,0.8887850337649794,1.0490801029842518,1.374957442808359,0.3033834
17,0.18398276661879706,0.8694317613637279,1.0393686275217624,1.3550640994122667,0.2854408
17,0.2208917148134356,0.8483357766378523,1.0175397071417323,1.3247870326460025,0.2806551
17,0.26520500028308136,0.8021485305433418,0.9729571274794073,1.2609868539086446,0.26438963
17,0.3184080137842777,0.7540341363185703,0.9254915676798827,1.193776423409644,0.24676073
17,0.3822841316484654,0.6995756248931304,0.9065333275542795,1.1450802509733202,0.1604082
17,0.4589744949360234,0.652032082588108,0.8605185295623992,1.0796471223169948,0.12913162
17,0.5510497809401385,0.6227547403038545,0.8714600557381095,1.0711051346931602,0.020891368
17,0.6615963728365803,0.5755505998402141,0.880013281833513,1.0515141061822724,-0.16891098
17,0.7943198159043792,0.5826910876234483,0.7324065094515305,0.9359210566037214,0.21005362
17,0.9536690281919291,0.5159059396194026,0.7084439652441364,0.8763856280829646,0.05715573
17,1.1449854291964723,0.4320439028483712,0.579613681928106,0.7229204277799515,0.1001057
17,1.3746819853820282,0.3662359087292683,0.5279523636402228,0.6425437532222151,-0.039052844
