m_scaled,slope_Q_r,slope_Q_tot
2.363895469289319e-05,-0.047167168106711205,-0.0400705254148182
6.772241074180212e-05,-0.09576181461246847,-0.08478897899958335
0.0001328892588141,-0.5531761768148787,-0.4785296142693862
0.0002421395629353,-0.7383519471498436,-0.6611120605465091
0.0003967511044401,-0.778916995515834,-0.7395154143660294
0.0006395295580428,-0.8864504405060323,-0.8385084719733535
0.0010120028171227,-1.0186214031253409,-0.9259174388641849
0.001536532055038,-1.0848671824692206,-0.9993241485521142
0.0022795619011957,-1.1367781617768165,-1.0613456846519038
0.0033171203450135,-1.1883063517496446,-1.1109820575923177
0.0047143742345637,-1.2233032151108456,-1.1410265020904193
0.0067236853834596,-1.2458974814851596,-1.1595020542505126
0.0093642205117225,-1.2626491235220003,-1.1813966740629314
0.0128180634595544,-1.2835325440404575,-1.2000238531889198
0.0172212979391063,-1.2949141457994382,-1.2150497652219419
0.0227540911185781,-1.2951428168520067,-1.2301102506188808
0.0295761656648136,-1.2899390532753787,-1.2411319863500831
0.0378248830712986,-1.2762117607689711,-1.2456288185124755
0.0477385495569641,-1.2532215222027,-1.2423567833211868
0.0597452218689517,-1.2277677013722978,-1.2366638922878261
0.07381359436456,-1.1995069945820935,-1.228195974076833
0.0904100572309732,-1.1687899563403201,-1.215394923869824
0.1103977517598154,-1.1384371879580597,-1.2006250622287515
0.1350097369391215,-1.112925447628384,-1.1874620301059309
0.1645539580705664,-1.0964386255538174,-1.1800624275535223
0.199166498866301,-1.0899612093046274,-1.1800286774507216
0.2389272206597473,-1.092568922488312,-1.186541292176127
0.2834994280691985,-1.103505160118063,-1.1985282969798283
0.3348023486594505,-1.122256072882923,-1.2149840832098096
0.3944402368962831,-1.1484297866392943,-1.2350327938515815
0.462364537088976,-1.1809663864411495,-1.2574926705990659
0.5314209515442582,-1.2176296690788102,-1.280675132051782
0.5988903615817796,-1.2585826939098932,-1.3048931675687918
0.6741369877132629,-1.305421391833561,-1.3319929524180916
0.7582175551025471,-1.3578199519067569,-1.3623920904849252
0.8368189961284191,-1.419053551182906,-1.3963942193163716
0.9268329411456194,-1.48518592039998,-1.433745377073511
1.0198522278621542,-1.5533019652335014,-1.472606731148588
1.067721111115263,-1.6231377859775218,-1.5123401826610046
1.101685816774279,-1.6957775223084626,-1.5504745207021149
