m_scaled,slope_Q_r,slope_Q_tot
1.9663294206611647e-05,-1.3135629036541872,-0.7777561434816911
4.115573206034996e-05,-1.2973530926501011,-0.7937346445157796
7.773860500288325e-05,-1.4752043484692274,-1.0266863930502508
0.0001454169199465,-1.2182909143769942,-0.8982728737856223
0.0002391605318618,-1.0360509822741402,-0.827718692139664
0.0003822910222494,-1.0824667128545125,-0.9416437140800491
0.0006004164021693,-1.1228640537735397,-1.0276767668038276
0.0008944512434449,-1.152959845754134,-1.1119219136719622
0.0012904608430478,-1.2075772867557983,-1.1778639275474951
0.001863897376422,-1.2504064004115139,-1.2291473137973346
0.0026563738615396,-1.283564481043904,-1.2683450217060699
0.0036537144351355,-1.3070234955630222,-1.2932960362775225
0.005080903765806,-1.3251380659668501,-1.3006135583134357
0.0069525750027284,-1.3293060479609675,-1.2989858342065959
0.0094973711017934,-1.330993575267059,-1.2938146398486765
0.0128593371252122,-1.3389943440235417,-1.2873862557285733
0.0171203272511938,-1.3451856622003842,-1.2767734388261247
0.0228240544288465,-1.348654323353058,-1.2626875286880934
0.0300647195559974,-1.3505462121716472,-1.2476749975395949
0.0393677441452836,-1.3460450653010925,-1.2309486315716627
0.0511346252272494,-1.3380551869164699,-1.21496304592741
0.0658990154609441,-1.327285486683248,-1.1999152358132488
0.0836613721322794,-1.3128750848740012,-1.1853150409335291
0.1055200960013548,-1.29334964901163,-1.170922953206817
0.131823638932948,-1.2702818432717096,-1.157637321409672
0.1633306382547048,-1.2450693409307827,-1.146246711293706
0.2005893797748514,-1.2191484471204181,-1.1377125286338527
0.2454550724374861,-1.193778612594545,-1.132547197559201
0.2963683712834332,-1.1699054186076103,-1.1305271872674074
0.3579254570120104,-1.147806036995814,-1.1309271804688057
0.4257281537237016,-1.1259670765466425,-1.132275337626953
0.5017203838294907,-1.1040193252443207,-1.1336695910853427
0.5811811275761437,-1.0806097020895848,-1.1347750389294897
0.6700637902491461,-1.0558783325966998,-1.1359843545419488
0.7613558923913262,-1.0296936958377017,-1.1365944897115827
0.8499591533722302,-1.0036345492717045,-1.1374130152321493
0.9406576984009176,-0.975887668304523,-1.1382571362703118
1.018932242492409,-0.9459655134761009,-1.1409936428387257
1.077159372211392,-0.9137613593435459,-1.1469212680949603
1.1236356258553215,-0.8791862860991994,-1.1554327674590028
