r_scaled,m_scaled,Q_r,Q_tot
0.001100305449453,1.3337890846897072e-05,83623476.2623402,14983697.299329197
0.0013210387147392,4.268125071007063e-05,278128721.4968658,23083079.21405669
0.0015860534787928,7.780436327356625e-05,65023648.8601351,16073797.574423261
0.0019042330928867,0.0001364910829999,94338480.88632828,13264156.855820058
0.0022862430053776,0.0002178522171659,33385386.20728811,7267444.7219031
0.0027448882698043,0.0003485635474655,29447282.778484683,8340873.374352229
0.0032955427730067,0.0005183993575827,21009412.370254762,4933079.767123491
0.0039566645710832,0.0007540354292112,19928533.47751306,3412621.442517704
0.0047504146073584,0.0011008205912305,10766463.247123176,2074110.3099343418
0.0057033995519175,0.0015476399346016,6545968.874062699,1243566.4356662435
0.0068475636628487,0.002183412731637,4488998.535228357,971081.9477994151
0.0082212595645699,0.0030188092950143,3226209.08741944,663547.992300827
0.0098705338359591,0.004159198962424,2214713.527204819,474416.6167791055
0.0118506705014745,0.0057183984024263,1491244.8347283886,328476.0649085074
0.014228044163416,0.0078453473961448,1069547.9036859898,238770.60880437534
0.0170823448927153,0.0106712018702407,765950.3694491031,178026.59792955854
0.020509249457068,0.0142484241953785,551898.6584455884,128624.29348777348
0.024623628426541,0.0189673699770107,382494.61208361946,90776.49439235116
0.0295633966595206,0.0248947286693718,279532.5236547379,65276.85733746071
0.0354941362381063,0.0327187354401616,204863.03553433306,49629.500520960675
0.0426146468147303,0.0426030017504354,151714.67735915317,36653.84210315254
0.0511636094188018,0.0549383278020074,109546.13282666882,26652.330389722443
0.0614275870955911,0.069851423557923,76679.5068249707,18929.11537540414
0.0737506305604739,0.087382302690723,50236.470858253764,12418.737057523627
0.0885458108521064,0.1083859240036934,34714.08456669997,8445.05042399944
0.1063090655615219,0.1333553448618078,24244.986558433764,5750.886572481939
0.1276358227656924,0.1637181641820459,17045.778469876863,4003.436278591093
0.1532409599033448,0.1991649428967596,12528.94294383715,2850.043073531407
0.183982766618797,0.2408649694368601,9008.454999982596,2038.540683528715
0.2208917148134356,0.2872981688421629,5536.426036272421,1304.6541849072912
0.2652050002830813,0.3405123519540281,3767.038338189133,881.7384877315438
0.3184080137842777,0.4029194540339365,2642.5233772981683,622.5825999636892
0.3822841316484654,0.4777485784559215,1917.201162892423,476.4471574774996
0.4589744949360234,0.5764431909702595,1611.488687364917,384.59117794851636
0.5510497809401385,0.7206302369888326,1265.032287709729,357.85629584967865
0.6615963728365803,0.8403675952959586,595.5427423625322,180.2184221794141
0.7943198159043792,0.9401394647943644,261.48100749006875,99.62225266679374
0.9536690281919292,1.0297834291763597,176.518397518683,70.6757377355003
1.1449854291964725,1.0807088302188974,284.7316619935394,74.61378946065415
1.3746819853820282,1.128557624439417,411.2902155587016,115.04066917088512
