r_scaled,m_scaled,Q_r,Q_tot
0.001100305449453,3.469335026796423e-05,66191568.7795783,10978461.45015488
0.0013210387147392,8.927191349439577e-05,67288896.76299174,14748994.54070981
0.0015860534787928,0.0001772745580765,74435500.64808728,12712970.487546766
0.0019042330928867,0.0002893933119913,32388301.314670634,6861910.74410384
0.0022862430053776,0.0004645524218807,41816995.86050153,7231340.713191477
0.0027448882698043,0.0007213678317912,24806611.598933637,5218192.97874734
0.0032955427730067,0.0010890327267041,17603031.020503987,3437092.281174824
0.0039566645710832,0.0016390492553426,14023903.044576691,2958552.8024696135
0.0047504146073584,0.0023375702467134,9178513.637649413,1979226.6524300338
0.0057033995519175,0.0032958682754566,5915817.4424367165,1357532.5983726697
0.0068475636628487,0.0045812145939209,4508072.797966259,972871.8255587233
0.0082212595645699,0.006259611185543,3012023.4879571665,662259.4600798927
0.0098705338359591,0.0084258301291037,2027867.5539454026,475048.91915020545
0.0118506705014745,0.0112541843552176,1450707.814166872,344669.9457239502
0.014228044163416,0.0148377535841159,982057.3059925914,235049.2841188912
0.0170823448927153,0.0195162787946421,695836.3088718723,167114.945678229
0.020509249457068,0.0253659161215308,479640.7446932304,116609.24006042555
0.024623628426541,0.0325740942741565,328836.14809389797,79276.63016406796
0.0295633966595206,0.0415524794697232,235533.41033737067,57403.643461298285
0.0354941362381063,0.0526446204938112,162013.68663231714,39370.69279405043
0.0426146468147303,0.0664910750574656,115565.34442393988,27955.878863511312
0.0511636094188018,0.0839515613039122,87427.05231071518,20866.09727433934
0.0614275870955911,0.1055354791565975,66947.39636084084,15708.746208315459
0.0737506305604739,0.1313481779352377,46069.11175211152,11154.16339500445
0.0885458108521064,0.1614581981610939,31530.135549059916,7715.421294127861
0.1063090655615219,0.1970844610795565,23321.218109738747,5776.327937247611
0.1276358227656924,0.2397416275925681,17085.85940857084,4287.455503937382
0.1532409599033448,0.288615673237744,12682.613504163588,3322.390557132014
0.183982766618797,0.3407860102480139,9196.39595534318,2217.8455205259056
0.2208917148134356,0.3989362961934961,6281.210352527655,1419.5910978662926
0.2652050002830813,0.4614871374577234,4510.514484900408,997.0125216014005
0.3184080137842777,0.5402846207986559,4325.251148789247,801.2816977319866
0.3822841316484654,0.6213604418370637,3316.971942239539,618.6706070068344
0.4589744949360234,0.6997927988209078,2200.094302991123,423.81553118730193
0.5510497809401385,0.7759802421886322,1434.3022077071032,275.794861992999
0.6615963728365803,0.8483476092201436,947.6671579174811,168.29155682873107
0.7943198159043792,0.9317220762586228,922.261819145192,110.63157986535882
0.9536690281919292,1.0240825441061423,814.3291118879841,99.53653955465646
1.1449854291964725,1.0916123042234598,525.2155087139299,73.55350815618829
1.3746819853820282,1.1484175882116023,377.35640970072217,54.4897415295717
