halo_id,r_scaled,delta_J
42,0.001100305449453,37.75382096013049
42,0.0013210387147392,18.598845712438106
42,0.0015860534787928,3.2960874062357726
42,0.0019042330928867,1.6021725240373752
42,0.0022862430053776,0.45943237019532807
42,0.0027448882698043,0.5602842088350232
42,0.0032955427730067,0.4196529477516809
42,0.0039566645710832,0.6878034638013952
42,0.0047504146073584,0.5317550369691048
42,0.0057033995519175,0.8591255796706523
42,0.0068475636628487,1.0452743149544095
42,0.0082212595645699,0.5194081797475659
42,0.0098705338359591,0.8244137775045567
42,0.0118506705014745,0.4315702128884089
42,0.014228044163416,0.7701534312986251
42,0.0170823448927153,0.9985899015276994
42,0.020509249457068,0.8453243096686222
42,0.024623628426541,0.6637996018114144
42,0.0295633966595206,0.26130452545209615
42,0.0354941362381063,0.0771882068312328
42,0.0426146468147303,0.14416464953636687
42,0.0511636094188018,0.10820526378001528
42,0.0614275870955911,0.06469941874929422
42,0.0737506305604739,0.08000192961894226
42,0.0885458108521064,0.05581455900966493
42,0.1063090655615219,0.04331993907050941
42,0.1276358227656924,0.09376318396064243
42,0.1532409599033448,0.207498503020388
42,0.183982766618797,0.308641303473124
42,0.2208917148134356,0.38531461239481174
42,0.2652050002830813,0.6587743859964366
42,0.3184080137842777,0.14611456798829786
42,0.3822841316484654,0.0716212633101085
42,0.4589744949360234,0.0658431556330612
42,0.5510497809401385,0.2312448615321587
42,0.6615963728365803,0.8064509763595189
42,0.7943198159043792,1.35174211348258
42,0.9536690281919292,1.8824001539139328
42,1.1449854291964725,7.291690511632254
42,1.3746819853820282,0.7972403494146731
