halo_id,r_scaled,delta_J
17,0.001100305449453,25.92082098519869
17,0.0013210387147392,10.44800371677747
17,0.0015860534787928,4.497553589809291
17,0.0019042330928867,1.5182717813588105
17,0.0022862430053776,0.699087212902928
17,0.0027448882698043,0.7039945682134977
17,0.0032955427730067,0.9114347168283653
17,0.0039566645710832,0.8789582164885733
17,0.0047504146073584,0.14109361687067815
17,0.0057033995519175,0.39154477374531155
17,0.0068475636628487,0.10806861671805104
17,0.0082212595645699,0.5090657803391249
17,0.0098705338359591,0.002804149245437466
17,0.0118506705014745,0.14377938367417725
17,0.014228044163416,0.038784249534705044
17,0.0170823448927153,0.11392633919224625
17,0.020509249457068,0.17610778442006744
17,0.024623628426541,0.17049265794101082
17,0.0295633966595206,0.14477535470275163
17,0.0354941362381063,0.09287714183463698
17,0.0426146468147303,0.11160502909400594
17,0.0511636094188018,0.09170519097084474
17,0.0614275870955911,0.05057803738047252
17,0.0737506305604739,0.089520975239893
17,0.0885458108521064,0.11110641824749921
17,0.1063090655615219,0.0659863120398899
17,0.1276358227656924,0.012688857408864586
17,0.1532409599033448,0.026791604987482502
17,0.183982766618797,0.008914325945237018
17,0.2208917148134356,0.11063201162957328
17,0.2652050002830813,0.018608626878188768
17,0.3184080137842777,0.27315303881844716
17,0.3822841316484654,0.10604011116235053
17,0.4589744949360234,0.016009046343817463
17,0.5510497809401385,0.11438125861309414
17,0.6615963728365803,0.33686112156960585
17,0.7943198159043792,0.39160795174844554
17,0.9536690281919292,0.2980628492700847
17,1.1449854291964725,0.6425079659639608
17,1.3746819853820282,0.31288910474681875
