halo_id,r_scaled,delta_J
15,0.001100305449453,19.565080098229714
15,0.0013210387147392,2.0050999492368105
15,0.0015860534787928,2.3021153201389426
15,0.0019042330928867,3.0757466741158574
15,0.0022862430053776,0.3881856073937748
15,0.0027448882698043,0.18087547691725156
15,0.0032955427730067,0.4565565146473431
15,0.0039566645710832,0.5370922380420015
15,0.0047504146073584,0.07384767249237309
15,0.0057033995519175,0.27044406616483385
15,0.0068475636628487,0.1331318062465296
15,0.0082212595645699,0.10170587968619253
15,0.0098705338359591,0.04262478262581055
15,0.0118506705014745,0.22003845903314706
15,0.014228044163416,0.24356318274041608
15,0.0170823448927153,0.053459734052210744
15,0.020509249457068,0.20310287400461563
15,0.024623628426541,0.0616412403258915
15,0.0295633966595206,0.011593874704472432
15,0.0354941362381063,0.04344404615884424
15,0.0426146468147303,0.12306976105166621
15,0.0511636094188018,0.0840292115682639
15,0.0614275870955911,0.0447918675070974
15,0.0737506305604739,0.0644773964243924
15,0.0885458108521064,0.07790336733964058
15,0.1063090655615219,0.0706055104274293
15,0.1276358227656924,0.015080256801933567
15,0.1532409599033448,0.011633058704692941
15,0.183982766618797,0.0003223110022903068
15,0.2208917148134356,0.047306608434360985
15,0.2652050002830813,0.06029036147610709
15,0.3184080137842777,0.22884869633402105
15,0.3822841316484654,0.04573567424132009
15,0.4589744949360234,0.12713318012218694
15,0.5510497809401385,0.07832364327931328
15,0.6615963728365803,0.10592194647421574
15,0.7943198159043792,0.20819857565706743
15,0.9536690281919292,0.052679289410394736
15,1.1449854291964725,0.710769960789774
15,1.3746819853820282,1.6975988332501215
