r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-1.3972515279774633,-0.9076908176389874
0.0013210387147392,-1.4143927000072947,-0.9236978614355402
0.0015860534787928,-1.5384222557036833,-1.221541738407495
0.0019042330928867,-1.6301176611152723,-1.3597624461049447
0.0022862430053776,-1.6281108360816163,-1.4786485388084718
0.0027448882698043,-1.642922739352305,-1.5558746205362284
0.0032955427730067,-1.7906105814356106,-1.6858879819767825
0.0039566645710832,-1.778311101101269,-1.709567321488242
0.0047504146073584,-1.7929505513594717,-1.7426573494101882
0.0057033995519175,-1.8615948072548647,-1.7954624878436363
0.0068475636628487,-1.8913772308671257,-1.8284252019897502
0.0082212595645699,-1.918071607923537,-1.8551073773274074
0.0098705338359591,-1.942801789664371,-1.870360554913781
0.0118506705014745,-1.9605634721914207,-1.8784112684744299
0.014228044163416,-1.9818533939005076,-1.8908538685254437
0.0170823448927153,-1.9917977977169548,-1.8957414757993938
0.020509249457068,-1.9957817781325962,-1.8948248653291473
0.024623628426541,-1.9897737216807254,-1.887089053899665
0.0295633966595206,-1.9693836590468035,-1.8715555117971603
0.0354941362381063,-1.9415099681569643,-1.851881201971485
0.0426146468147303,-1.9077132219686193,-1.8291320020465522
0.0511636094188018,-1.8745457341044567,-1.80673422190167
0.0614275870955911,-1.8466819946139603,-1.7892793659145694
0.0737506305604739,-1.8232509502030925,-1.7774234410541077
0.0885458108521064,-1.8028343096939121,-1.7696803252064308
0.1063090655615219,-1.7826105741110443,-1.7632592946607701
0.1276358227656924,-1.7620036613200607,-1.7570364915788363
0.1532409599033448,-1.7408078387680077,-1.7503656216925438
0.183982766618797,-1.7208241743416801,-1.744590122439681
0.2208917148134356,-1.704272338587785,-1.7415755344764579
0.2652050002830813,-1.6916527508427408,-1.7422899930143858
0.3184080137842777,-1.6805578107373484,-1.7451834983614276
0.3822841316484654,-1.667358690689067,-1.7474579563727888
0.4589744949360234,-1.649316615238989,-1.746915565750232
0.5510497809401385,-1.6267537861666737,-1.743451106711608
0.6615963728365803,-1.601312334964945,-1.7373296623957666
0.7943198159043792,-1.5762597343013027,-1.729910874352976
0.9536690281919292,-1.5507638165056623,-1.7209824690233764
1.1449854291964725,-1.5195727321909969,-1.7068802002059482
1.3746819853820282,-1.4692336167299853,-1.6805267515169975
