halo_id,r_scaled,delta_J
25,0.001100305449453,3.9949471375555703
25,0.0013210387147392,12.325285169124307
25,0.0015860534787928,12.53103240918112
25,0.0019042330928867,2.8199174200041237
25,0.0022862430053776,8.855367719288136
25,0.0027448882698043,1.738768003293642
25,0.0032955427730067,0.27172396480173433
25,0.0039566645710832,3.957841367683264
25,0.0047504146073584,3.3288680133984507
25,0.0057033995519175,2.3251671848928614
25,0.0068475636628487,1.7295368925379104
25,0.0082212595645699,0.5346049691214668
25,0.0098705338359591,0.014339591236722871
25,0.0118506705014745,0.42481225443007326
25,0.014228044163416,0.1680615518744817
25,0.0170823448927153,0.010521737437748242
25,0.020509249457068,0.011688519704903377
25,0.024623628426541,0.19852054335781957
25,0.0295633966595206,0.07564486303434872
25,0.0354941362381063,0.06926736451405982
25,0.0426146468147303,0.0947101905455656
25,0.0511636094188018,0.207963795789346
25,0.0614275870955911,0.03495288246049626
25,0.0737506305604739,0.09712929658363381
25,0.0885458108521064,0.05407789599335313
25,0.1063090655615219,0.08205132342543703
25,0.1276358227656924,0.16764788848006765
25,0.1532409599033448,0.2250605091044505
25,0.183982766618797,0.33472658637257613
25,0.2208917148134356,0.45725297220058203
25,0.2652050002830813,0.18666574551732026
25,0.3184080137842777,0.88151149888762
25,0.3822841316484654,0.10611124903901986
25,0.4589744949360234,0.19214534806963832
25,0.5510497809401385,0.3680923543839771
25,0.6615963728365803,0.5401401896894633
25,0.7943198159043792,0.17624000201326948
25,0.9536690281919292,2.5583009268654675
25,1.1449854291964725,12.163279352521089
25,1.3746819853820282,3.523737105185282
