halo_id,r_scaled,delta_J
30,0.001100305449453,158.0873926134629
30,0.0013210387147392,19.445488835047648
30,0.0015860534787928,1.4855608852827509
30,0.0019042330928867,14.146445282310362
30,0.0022862430053776,13.05836021475377
30,0.0027448882698043,6.308292346239431
30,0.0032955427730067,6.79735904973566
30,0.0039566645710832,1.0029283489048038
30,0.0047504146073584,2.306852156479216
30,0.0057033995519175,0.9411179694516046
30,0.0068475636628487,0.09440124006086337
30,0.0082212595645699,0.828521101067962
30,0.0098705338359591,0.6608955345553627
30,0.0118506705014745,0.8621542459666818
30,0.014228044163416,0.017482593185837603
30,0.0170823448927153,0.24153163948976547
30,0.020509249457068,0.1852279800374133
30,0.024623628426541,0.12572744604614303
30,0.0295633966595206,0.03832174442348842
30,0.0354941362381063,0.1495821016210725
30,0.0426146468147303,0.18156387187197656
30,0.0511636094188018,0.12685444666801585
30,0.0614275870955911,0.01738209383289155
30,0.0737506305604739,0.06550254986138561
30,0.0885458108521064,0.03796600253708119
30,0.1063090655615219,0.15754322680297808
30,0.1276358227656924,0.01887133319607101
30,0.1532409599033448,0.05751451117996951
30,0.183982766618797,0.05596465842300272
30,0.2208917148134356,0.050848261103148606
30,0.2652050002830813,0.03000816484282841
30,0.3184080137842777,0.00116162752277169
30,0.3822841316484654,0.04992483150327538
30,0.4589744949360234,0.021848357348983743
30,0.5510497809401385,0.046949418398092385
30,0.6615963728365803,0.15054384740936547
30,0.7943198159043792,0.31579767357374144
30,0.9536690281919292,0.008978240488013017
30,1.1449854291964725,0.9584854989337506
30,1.3746819853820282,2.075993283749799
