halo_id,r_scaled,delta_J
0,0.001100305449453,93.40852852862535
0,0.0013210387147392,56.62962354557787
0,0.0015860534787928,17.134078446222194
0,0.0019042330928867,8.614340664675284
0,0.0022862430053776,4.871705558354783
0,0.0027448882698043,3.0706949613595373
0,0.0032955427730067,2.423161413565
0,0.0039566645710832,0.16260639498394994
0,0.0047504146073584,0.19357731979408085
0,0.0057033995519175,0.4301825300614498
0,0.0068475636628487,0.11099836806463337
0,0.0082212595645699,0.2897189608800898
0,0.0098705338359591,0.11104039628556417
0,0.0118506705014745,0.2284376012039612
0,0.014228044163416,0.29624462624326175
0,0.0170823448927153,0.01790348693029391
0,0.020509249457068,0.13707894449034536
0,0.024623628426541,0.27710356895226257
0,0.0295633966595206,0.02753470940241918
0,0.0354941362381063,0.057028672784066065
0,0.0426146468147303,0.14664304674650044
0,0.0511636094188018,0.02064732349527906
0,0.0614275870955911,0.021062493046102568
0,0.0737506305604739,0.10832414032183327
0,0.0885458108521064,0.01488473936644506
0,0.1063090655615219,0.07509616018368721
0,0.1276358227656924,0.012213482857426626
0,0.1532409599033448,0.03584175578701913
0,0.183982766618797,0.08561437563863118
0,0.2208917148134356,0.1324245327288032
0,0.2652050002830813,0.059966523780056916
0,0.3184080137842777,0.01979864160514025
0,0.3822841316484654,0.13661879523097806
0,0.4589744949360234,0.139354493605047
0,0.5510497809401385,0.0044755922488675225
0,0.6615963728365803,0.2175822493522452
0,0.7943198159043792,0.0129885555019033
0,0.9536690281919292,0.4662567004724878
0,1.1449854291964725,0.24927045616384755
0,1.3746819853820282,0.7140174509049207
