r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-0.553352516553223,-1.609208715720541
0.0013210387147392,-0.5389243546191618,-1.6186449793522462
0.0015860534787928,-1.293194907752832,-1.5547529845155585
0.0019042330928867,-1.1395446498229318,-1.5351574437665794
0.0022862430053776,-1.279553996027258,-1.6236132904250935
0.0027448882698043,-1.5584836892135883,-1.7047105824768698
0.0032955427730067,-1.6263902184881023,-1.8688365103564002
0.0039566645710832,-1.6995664160885569,-1.8121439018001433
0.0047504146073584,-1.8083688535352156,-1.9175275572607091
0.0057033995519175,-1.892148186511966,-1.9671647519790594
0.0068475636628487,-1.977099145964255,-2.0513099474870646
0.0082212595645699,-2.053898578551107,-2.11760526875739
0.0098705338359591,-2.102557962802302,-2.1696637399056407
0.0118506705014745,-2.144830232253362,-2.2145190721851145
0.014228044163416,-2.1737163265474884,-2.245687360095669
0.0170823448927153,-2.187995950976024,-2.265636858568806
0.020509249457068,-2.1811917427400638,-2.261446695945134
0.024623628426541,-2.143839114970204,-2.2234361681155823
0.0295633966595206,-2.0919026508591867,-2.165459731447566
0.0354941362381063,-2.0340561509248323,-2.096148020544247
0.0426146468147303,-1.9754732054612387,-2.023124940816231
0.0511636094188018,-1.9226750621683832,-1.953701057279671
0.0614275870955911,-1.8799318199970179,-1.8924424932581492
0.0737506305604739,-1.8478625214093616,-1.8406471940686906
0.0885458108521064,-1.831202255636762,-1.8002531298196045
0.1063090655615219,-1.8325675527959917,-1.7716225882083885
0.1276358227656924,-1.8515717275895405,-1.7544817312233307
0.1532409599033448,-1.8903143816711168,-1.7528060878470768
0.183982766618797,-1.9565044333190202,-1.7704790221367601
0.2208917148134356,-2.0481657005936458,-1.804565080757959
0.2652050002830813,-2.164653573435772,-1.852986863976977
0.3184080137842777,-2.3068877569704243,-1.9167797359072636
0.3822841316484654,-2.476202453497519,-1.9986685699058748
0.4589744949360234,-2.6729380782459327,-2.101237404876205
0.5510497809401385,-2.8953583662911857,-2.2241563392349235
0.6615963728365803,-3.13672657113426,-2.362465673805519
0.7943198159043792,-3.3899099614914294,-2.507922283858125
0.9536690281919292,-3.6400887166566345,-2.6477774932316795
1.1449854291964725,-3.8611222682081157,-2.762394808529894
1.3746819853820282,-4.026219075331846,-2.8324166510587365
