r_scaled,slope_Q_r,slope_Q_tot
0.001100305449453,-6.3773102336364245,-3.525354774000867
0.0013210387147392,-6.372560238133364,-3.5679065658529927
0.0015860534787928,-4.156426181665128,-2.2166174418690137
0.0019042330928867,-3.0483070975951447,-2.0511814631261265
0.0022862430053776,-3.211214461966166,-1.9741500908163283
0.0027448882698043,-2.5476371111328397,-1.9075797424032737
0.0032955427730067,-2.4134403262939284,-1.9406475462048693
0.0039566645710832,-2.125925591017297,-1.8296324879444057
0.0047504146073584,-2.0956870203695344,-1.942268854805333
0.0057033995519175,-2.0703339906714993,-2.0273971975752962
0.0068475636628487,-2.0956434315092736,-2.102103483771807
0.0082212595645699,-2.1368908895254144,-2.173446799983315
0.0098705338359591,-2.1839764268671145,-2.21781468448428
0.0118506705014745,-2.2505190739470935,-2.2835075352063687
0.014228044163416,-2.2972102780782726,-2.3246506468276897
0.0170823448927153,-2.3308259649535623,-2.3451007826863512
0.020509249457068,-2.3512760687240286,-2.3407532612224964
0.024623628426541,-2.3594442180154616,-2.3196567497960228
0.0295633966595206,-2.3517942522625175,-2.2866839870696385
0.0354941362381063,-2.3433147331411215,-2.250891390492276
0.0426146468147303,-2.332931568133436,-2.21099410913267
0.0511636094188018,-2.3144623834404783,-2.1624681098529757
0.0614275870955911,-2.287302134041946,-2.1065295171681964
0.0737506305604739,-2.249427144207033,-2.045985324428832
0.0885458108521064,-2.20523689115658,-1.9873248018969263
0.1063090655615219,-2.1585431948168434,-1.935185057936282
0.1276358227656924,-2.111308464781743,-1.8919208320324152
0.1532409599033448,-2.0617104907172603,-1.85812212252322
0.183982766618797,-2.011785593159277,-1.8334294912522382
0.2208917148134356,-1.9609787381069073,-1.813742420195951
0.2652050002830813,-1.9107674798344543,-1.7981544518322492
0.3184080137842777,-1.8642397147423013,-1.7874862975769346
0.3822841316484654,-1.8240088386257178,-1.7811937122709844
0.4589744949360234,-1.7911517015735274,-1.777413295718056
0.5510497809401385,-1.7675817668151472,-1.772110747220635
0.6615963728365803,-1.748102461579467,-1.7606928911090511
0.7943198159043792,-1.7315168086869348,-1.7405884105622609
0.9536690281919292,-1.718048125226396,-1.7148762399777564
1.1449854291964725,-1.7024518527021766,-1.6830442427453285
1.3746819853820282,-1.6840161536212706,-1.6472003304517626
