halo_idx,r_scaled,rho_scaled
20,0.0011003054494530783,10759005.397581767
20,0.0013210387147392024,10911077.792765837
20,0.0015860534787928678,10116759.8966096
20,0.001904233092886742,8344911.557742868
20,0.0022862430053776014,6755503.910448109
20,0.002744888269804314,6307782.093538251
20,0.0032955427730067214,4723488.009109712
20,0.003956664571083289,3862615.1364219445
20,0.00475041460735845,3088643.024138826
20,0.005703399551917563,2315987.661215877
20,0.006847563662848714,1699883.8212253877
20,0.008221259564569927,1314901.408793723
20,0.009870533835959136,938924.2192567935
20,0.011850670501474531,682600.0079791434
20,0.014228044163416009,497798.4388386869
20,0.017082344892715387,370080.5065909076
20,0.02050924945706801,275717.22858297173
20,0.024623628426541026,202141.37410826658
20,0.029563396659520607,148780.9589364134
20,0.0354941362381063,107207.4471919541
20,0.042614646814730386,77000.60579653653
20,0.05116360941880182,54381.2393115461
20,0.06142758709559115,38167.47376468096
20,0.0737506305604739,26135.757514932677
20,0.0885458108521064,17948.21974849013
20,0.10630906556152198,12273.638295454466
20,0.1276358227656924,8816.563952444005
20,0.1532409599033448,6903.961954276909
20,0.18398276661879706,5803.3648486888105
20,0.2208917148134356,6295.849095328588
20,0.26520500028308136,4100.443008377516
20,0.3184080137842777,2027.2508995664693
20,0.3822841316484654,1122.6662592853693
20,0.4589744949360234,554.2993771386598
20,0.5510497809401385,288.3268736986928
20,0.6615963728365803,149.12866065523897
20,0.7943198159043792,71.75015683299806
20,0.9536690281919291,34.94619676802013
20,1.1449854291964723,12.014296531508142
20,1.3746819853820282,8.717016923937571
