halo_idx,r_scaled,rho_scaled
23,0.0011003054494530783,11506828.98429203
23,0.0013210387147392024,8968263.339297714
23,0.0015860534787928678,10185406.47928721
23,0.001904233092886742,9086138.187827637
23,0.0022862430053776014,8203374.136463573
23,0.002744888269804314,6774005.286888068
23,0.0032955427730067214,5089405.286586002
23,0.003956664571083289,4448553.172414773
23,0.00475041460735845,3724349.8518699384
23,0.005703399551917563,2763022.9308022065
23,0.006847563662848714,2143882.7629709314
23,0.008221259564569927,1686562.7356163675
23,0.009870533835959136,1255510.2612102272
23,0.011850670501474531,980131.261284123
23,0.014228044163416009,738123.4718044684
23,0.017082344892715387,566811.4367745059
23,0.02050924945706801,417513.98747200606
23,0.024623628426541026,299005.5353688404
23,0.029563396659520607,225887.53444287644
23,0.0354941362381063,165016.55047584185
23,0.042614646814730386,115124.75093502122
23,0.05116360941880182,80758.3940493289
23,0.06142758709559115,56749.624435576676
23,0.0737506305604739,40480.58358957059
23,0.0885458108521064,27737.12458795911
23,0.10630906556152198,19170.019518818197
23,0.1276358227656924,12799.453191953504
23,0.1532409599033448,8173.616443254417
23,0.18398276661879706,5387.149402691203
23,0.2208917148134356,3670.1724705275237
23,0.26520500028308136,2325.532887178408
23,0.3184080137842777,1436.4667238038276
23,0.3822841316484654,861.6111567764023
23,0.4589744949360234,571.0528520260041
23,0.5510497809401385,294.3677659000935
23,0.6615963728365803,184.05840323630613
23,0.7943198159043792,96.99801096611165
23,0.9536690281919291,56.88959002793303
23,1.1449854291964723,23.14836696927963
23,1.3746819853820282,17.815526949208337
